policy,date,original_plan_cost_yuan,final_non_emergency_cost_yuan,adjustment_net_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_purchase_kwh,remaining_energy_kwh,charge_kwh,discharge_kwh,soc_min_kwh,soc_max_kwh,terminal_soc_kwh
C0,2025-02-11,53710.3113430686,53710.3113430686,0.0,7776.175693356576,61486.48703642518,1811.4608721106897,7291.584504153871,23044.55533386605,18652.56308819832,1200.0,10534.723210081704,1215.0297024813326
C0,2025-02-12,53920.95996245927,53920.95996245927,0.0,2900.218920724678,56821.178883183944,682.6137670356807,6462.785870319162,21829.181691784932,17678.861612312263,1200.0,10336.89544772333,1218.1136558519272
C0,2025-02-13,50615.90264750629,50615.90264750629,0.0,6775.478082098817,57391.38072960511,1699.9089176977677,7620.544603912381,20292.35517420601,16422.175416753285,1200.0,10429.047089701702,1234.3717384670076
C0,2025-02-14,19774.250126874693,19774.250126874693,0.0,7980.756522813955,27755.00664968865,2250.700690883787,7041.000376113763,17960.044489258693,14578.570600919842,1200.0,10264.32452625161,1200.0
C0,2025-02-15,22757.75874842943,22757.75874842943,0.0,4691.602628429482,27449.361376858913,1193.1215324320501,10343.666506795702,15988.710079180353,12950.855164136088,1200.0,9457.820652260854,1200.0
C0,2025-02-16,60414.17670975914,60414.17670975914,0.0,4282.156695050009,64696.33340480915,963.9894109048093,15975.22576201202,18510.657166765686,14993.632305080202,1200.0,9773.73939923656,1200.0
C0,2025-02-17,55222.64753202977,55222.64753202977,0.0,4294.670104244874,59517.317636274645,1033.972846496947,13619.568752494066,18289.424225467497,14778.220151506854,1200.0,9816.408751094088,1240.2371901353597
C0,2025-02-18,48588.82172168333,48588.82172168333,0.0,8708.535203204812,57297.35692488814,2345.6833759946153,4171.028002261929,20870.471726996202,16933.10129484848,1200.244903243004,10252.272297708358,1209.1047501558517
C0,2025-02-19,47458.26088510193,47458.26088510193,0.0,9286.593989719258,56744.85487482119,2646.5599610423214,1308.081298349625,21927.532540801843,17769.49563318977,1200.0,10380.32243701242,1200.0
C0,2025-02-20,50395.323275192306,50395.323275192306,0.0,5254.800799122912,55650.12407431522,1209.7602484251265,7426.379543142887,19791.571730497286,16029.406982222612,1200.0,10404.31235044677,1201.9623549779913
C0,2025-02-21,18273.06604032948,18273.06604032948,0.0,7187.312012568646,25460.378052898122,2153.0430823722836,8665.594339505229,17164.33121879358,13904.874406702993,1200.0,10213.52987504124,1200.0
C0,2025-02-22,22820.45194437992,22820.45194437992,0.0,3558.884805754973,26379.336750134895,1017.5000111574989,11928.7396787224,15480.506719003051,12537.767358733694,1200.0,9238.673628597488,1201.6034262875353
C0,2025-02-23,47986.258948182774,47986.258948182774,0.0,8567.793502921668,56554.05245110444,2320.7512873749724,3765.8203662550018,21853.24186600427,17702.56899512224,1200.0,10444.666032637431,1200.0
C0,2025-02-24,47414.47239339375,47414.47239339375,0.0,2930.5514771231665,50345.02387051692,850.3854919764619,4114.408883893437,20063.718469649422,16243.392157893879,1200.0,10230.984731653452,1209.1331139134993
C0,2025-02-25,52679.28357510974,52679.28357510974,0.0,1547.4761375550208,54226.75971266476,425.82066980481295,13948.864558868707,16007.517670651398,12974.30911574978,1200.0,9496.137182697496,1200.0
C0,2025-02-26,44139.36416437451,44139.36416437451,0.0,11208.47436124929,55347.838525623796,3053.3006390004302,1780.0952187778953,21368.61297809379,17294.955272477608,1200.0,10339.96850348412,1215.1347108648422
C0,2025-02-27,45383.003735363214,45383.003735363214,0.0,11345.09087507704,56728.094610440254,2727.9523755782693,5159.387170908252,21075.71702078514,17054.456345616254,1200.0,10176.693330185855,1233.884089997857
C0,2025-02-28,17774.330603746264,17774.330603746264,0.0,4101.793852786733,21876.124456532998,1222.6828709585125,9007.521583202588,16442.654461621758,13345.649049461463,1199.9999999999995,10214.32758280076,1203.7741616113656
C0,2025-03-01,24047.696215832773,24047.696215832773,0.0,1553.169172461536,25600.86538829431,277.80631014915684,18526.271948272904,14881.662010320117,12034.656002447464,1203.7741616113656,9348.378674603173,1225.429968180065
C0,2025-03-02,57554.79960046922,57554.79960046922,0.0,1608.1465437138559,59162.94614418308,282.73656146296656,14621.631589333381,19103.81488743091,15493.269423496486,1204.1195629829024,9616.66037233374,1204.1195629829028
C0,2025-03-03,55486.35615445391,55486.35615445391,0.0,5008.079144240689,60494.4352986946,1217.6179020414509,11188.9293634633,18415.72855405576,14920.44773546978,1200.0,9299.445147979077,1200.0
C0,2025-03-04,46742.71723803806,46742.71723803806,0.0,5319.418566727239,52062.1358047653,1556.7315885224182,3469.029397758829,20990.928162066022,17002.65181127347,1200.0,10497.814302043464,1200.0
C0,2025-03-05,52611.32421344979,52611.32421344979,0.0,1941.30605252154,54552.63026597133,385.02486264246136,13220.33408950126,16872.14039366937,13666.433718872191,1200.0,9748.78875780462,1200.0
C0,2025-03-06,45914.04275828255,45914.04275828255,0.0,2862.717760883461,48776.76051916601,786.7743828682814,5173.332974284142,21214.177998398805,17183.484178703035,1200.0,10257.97627158346,1200.0
C0,2025-03-07,18459.633174839473,18459.633174839473,0.0,186.22312689418868,18645.85630173366,80.58106166580274,10882.380010393563,15467.71663808005,12492.845880298766,1240.0051072734173,10479.31535141492,1240.0051072734173
C0,2025-03-08,20529.34164417146,20529.34164417146,0.0,3942.908942594651,24472.250586766113,1299.0157399310547,16472.713354061078,13667.964622535499,11107.05594079983,1200.0,9286.95178054558,1200.0
C0,2025-03-09,46406.209196704556,46406.209196704556,0.0,5647.2747889370485,52053.48398564161,1466.1993284988143,9956.74617112632,20831.76018878072,16873.725752912385,1200.0,10653.613863874472,1200.0
C0,2025-03-10,45512.73662635449,45512.73662635449,0.0,10736.24192057925,56248.978546933744,2596.256803530861,4397.975653838874,20737.03564413461,16789.22825316077,1200.0,10427.006200116966,1208.634020653624
C0,2025-03-11,39022.99329025206,39022.99329025206,0.0,22971.398552342886,61994.39184259494,7470.043281229574,2100.8215605236915,20300.739908867872,16412.941939119726,1200.0,10319.557351756024,1242.6977840572397
C0,2025-03-12,45985.043106274796,45985.043106274796,0.0,3140.2456749118605,49125.28878118666,925.3476230142704,9530.417656984911,20205.512796815463,16402.756615441347,1200.0,10524.370331998858,1202.3741729230112
C0,2025-03-13,42763.02573935455,42763.02573935455,0.0,10420.976345708998,53184.00208506355,2765.1689010582368,705.5435248938154,20306.776010928552,16450.625324482822,1199.9999999999995,10587.876989413491,1200.0
C0,2025-03-14,15605.574650696095,15605.574650696095,0.0,7746.326785647811,23351.901436343906,2371.8633121009548,13713.22264139464,14828.340803919378,11995.525434225865,1200.0,10372.549432214351,1217.1451299431512
C0,2025-03-15,15595.007109566626,15595.007109566626,0.0,6456.069569329132,22051.07667889576,1680.8745955755762,8207.32409934693,14661.398254582764,11891.163203160879,1200.0,10257.6385332327,1200.0
C0,2025-03-16,43243.499043300886,43243.499043300886,0.0,4453.756698071988,47697.25574137287,1468.5036888050413,4031.387304592029,20774.56962986106,16827.40140018746,1200.0,10200.898535576836,1200.0
C0,2025-03-17,39830.89158531286,39830.89158531286,0.0,6526.533231479269,46357.424816792125,1571.367204560228,6031.081035905653,19791.982175378605,15991.38543799649,1200.0,10358.67968065656,1244.577915622438
C0,2025-03-18,45148.08266155592,45148.08266155592,0.0,1143.7926747317672,46291.87533628768,429.0665024449504,9197.51369595116,18333.848496406725,14890.537406149644,1200.0,10344.07480130044,1200.0
C0,2025-03-19,37505.654460117075,37505.654460117075,0.0,15509.099815538884,53014.754275655956,5047.585910280492,2084.0556622818804,20109.405140666455,16278.58483051998,1200.0,10506.924439487248,1211.1481482442769
C0,2025-03-20,43049.94642193864,43049.94642193864,0.0,8640.122375711035,51690.06879764968,2237.27013321731,6472.043256942991,19771.115206014638,16017.944517983866,1200.0,10555.037481758627,1207.4357025642678
C0,2025-03-21,15508.755900573755,15508.755900573755,0.0,3401.147511646243,18909.90341222,1083.5453862219513,16002.570890449313,14193.129444970975,11503.126982734328,1200.0,10330.106165013269,1200.0
C0,2025-03-22,16404.846931664862,16404.846931664862,0.0,760.0684459589394,17164.9153776238,340.9133732206543,12714.732661427293,14406.952734148103,11525.251669508722,1287.5152303906568,10402.069554057383,1360.4222723902665
C0,2025-03-23,42908.744213287166,42908.744213287166,0.0,4678.057464880518,47586.80167816768,1108.390293530645,8904.661637902103,18756.023409720106,15312.831129320386,1200.0,10339.324177797494,1226.5865307823726
C0,2025-03-24,41384.46197798558,41384.46197798558,0.0,2457.4543529377847,43841.91633092336,781.9483506325851,6550.126456330695,19182.8804092227,15562.061009174522,1200.0,10309.35033518278,1200.0
C0,2025-03-25,44953.57036306791,44953.57036306791,0.0,2137.982399297965,47091.55276236588,665.706608402473,9830.567950898729,19154.07720074256,15505.803703402853,1200.0,10366.669201995304,1209.998699109578
C0,2025-03-26,39063.19822578518,39063.19822578518,0.0,7854.251874167591,46917.45009995277,2106.4722792145194,6367.745259254189,19434.84069769719,15751.21979433335,1200.0,10525.999079533947,1200.0
C0,2025-03-27,41016.914466854745,41016.914466854745,0.0,2649.0093339658156,43665.92380082056,945.8931448401486,5604.623080349971,18750.281260043706,15187.72782063541,1200.0,10345.055648542122,1200.0
C0,2025-03-28,15528.25481795866,15528.25481795866,0.0,4300.9065752778715,19829.16139323653,1362.4372939267137,18206.526626368828,14660.627854818393,11875.108562402902,1200.0,10585.441349797093,1200.0
C0,2025-03-29,14224.149526888814,14224.149526888814,0.0,7290.287548907155,21514.43707579597,1892.166412155778,19850.613190382202,13770.33231299335,11153.96917352462,1199.9999999999995,10205.339256425814,1200.0
C0,2025-03-30,39431.77317139635,39431.77317139635,0.0,2392.0044571488556,41823.777628545206,784.5666485102747,6309.922287449986,18720.974882036924,15163.9896544499,1200.0,10501.300126043485,1200.0
C0,2025-03-31,36529.97673127657,36529.97673127657,0.0,13131.963774914198,49661.94050619077,4074.745951595243,3251.7959292945475,19661.356143723424,15891.198415689541,1200.0,10438.918669070625,1238.3334008071502
C0,2025-04-01,41740.128872082794,41740.128872082794,0.0,5141.602635871874,46881.73150795467,1537.8957953918673,7660.207935853501,17647.783593834334,14291.428929054284,1200.0,10500.515058423012,1241.9731585310658
C0,2025-04-02,40681.06246649328,40681.06246649328,0.0,5633.989673644652,46315.05214013793,1603.6346017436774,4112.505776733333,18029.582684606587,14612.157989291238,1200.0,10308.963647022818,1232.86647546451
C0,2025-04-03,41892.90705999706,41892.90705999706,0.0,2856.1010828425988,44749.00814283965,808.3099256883932,9708.678669503362,18491.737033979975,14976.541080934849,1200.0,10264.55164801688,1234.828605007755
C0,2025-04-04,14258.126260128103,14258.126260128103,0.0,2363.6317215777344,16621.75798170584,779.2584505698193,19965.008724975298,13708.496493760897,11104.433538256364,1200.0,10383.887059465951,1234.2159624410483
C0,2025-04-05,13913.99414002898,13913.99414002898,0.0,15505.027831082562,29419.021971111542,4363.964683268335,17420.124059178186,13126.107762076826,10662.941653479174,1200.0,10223.584826682783,1200.0
C0,2025-04-06,38737.862385749104,38737.862385749104,0.0,4320.401048395943,43058.26343414505,1085.858821091091,7962.029292835982,18962.698162127544,15320.558950573342,1200.0,10419.358690718276,1243.5850674999654
C0,2025-04-07,34676.35032679342,34676.35032679342,0.0,15140.168664287414,49816.51899108083,4522.258284720544,5241.385205893977,18878.46713578554,15330.784940736256,1200.0,10399.335467062188,1200.0
C0,2025-04-08,41885.515843755005,41885.515843755005,0.0,2202.2362096011857,44087.75205335619,460.7153615527292,11269.769162958399,18897.208199979745,15306.738641983597,1200.0,10400.92744950254,1200.0
C0,2025-04-09,39685.651859497215,39685.651859497215,0.0,6027.523177964701,45713.175037461915,2114.9611938339767,4340.424884855007,19766.8702033663,16011.16486472671,1200.0,10455.467532908817,1200.0
C0,2025-04-10,37777.55531737282,37777.55531737282,0.0,4636.130321373227,42413.68563874604,1354.15199668176,4653.753771570367,19085.816694304915,15459.51152238697,1200.0,10401.220931013631,1200.0
C0,2025-04-11,13329.841129091474,13329.841129091474,0.0,9190.986199607358,22520.827328698833,2516.9090739280177,21504.57662915571,12650.08432943161,10246.5683068396,1200.0,10184.69098383253,1200.0
C0,2025-04-12,14574.357281253868,14574.357281253868,0.0,822.5097155031514,15396.866996757019,369.3959292481633,17321.368290974468,12844.544583545281,10404.081112671669,1200.0,10379.594110449743,1200.0
C0,2025-04-13,37131.75458221922,37131.75458221922,0.0,9928.028805814774,47059.783388034,2759.7496467678143,7171.360780541663,18402.608492531177,14894.22845413844,1200.0,10474.94323148115,1213.2049164575749
C0,2025-04-14,39178.874195076736,39178.874195076736,0.0,2840.874607111076,42019.74880218781,787.2688341804666,9130.828883202816,17027.57951309326,13782.402733860676,1200.0,10404.14199518778,1224.24566284074
C0,2025-04-15,33539.67795034383,33539.67795034383,0.0,11586.941513796883,45126.61946414071,3100.415676268966,5228.270389686086,19454.118359555,15759.847982839958,1200.0,10577.71138197134,1222.0099832847352
C0,2025-04-16,36672.18001438782,36672.18001438782,0.0,7194.786317984825,43866.96633237264,1987.4136411926804,4202.255172548458,18936.002763603406,15357.971223475015,1200.0,10493.100978772594,1200.0
C0,2025-04-17,34206.75823753544,34206.75823753544,0.0,12834.331141539216,47041.089379074656,3919.8108070762237,2964.1747487496755,19354.917773046258,15670.294085483887,1200.0,10460.533703362426,1207.9881229817595
C0,2025-04-18,13449.420677720422,13449.420677720422,0.0,7119.78608040532,20569.20675812574,2177.977803065617,20356.444763910997,12856.60067877066,10373.76454173768,1200.0,10355.324759587847,1252.523687500151
C0,2025-04-19,12492.053155111027,12492.053155111027,0.0,10256.113142476608,22748.166297587635,2806.175775134989,19517.844309052227,12416.291639959427,10104.467547117269,1200.0,9992.701463875816,1200.0
C0,2025-04-20,33314.715902966665,33314.715902966665,0.0,13085.557862116479,46400.27376508315,4001.5322433662395,3418.9689713925254,19168.86638648777,15526.781773055098,1200.0,10397.594269797546,1200.0
C0,2025-04-21,36628.40053532885,36628.40053532885,0.0,1798.4450870200237,38426.845622348876,629.4999506650421,9558.554465472746,18381.825718570377,14884.161104655188,1200.0,10398.702757552324,1205.6863637631325
C0,2025-04-22,32280.62061815639,32280.62061815639,0.0,18719.319208441844,50999.93982659824,5942.300258731875,3897.7026339369613,19285.817717892118,15626.630078879432,1199.9999999999998,10421.700268715816,1200.0
C0,2025-04-23,32315.981888982857,32315.981888982857,0.0,19378.726024936997,51694.707913919854,5871.175922942694,4641.045962586324,18781.056550012876,15147.30845846776,1200.0,10285.66341581107,1272.6081633807537
C0,2025-04-24,31225.45796676879,31225.45796676879,0.0,7887.099630768385,39112.557597537176,2515.630211661158,3926.9792376235264,19114.292392027306,15547.924184584796,1200.0,10589.45431172028,1200.0
C0,2025-04-25,12655.212556405539,12655.212556405539,0.0,2411.3354126227005,15066.54796902824,818.1619858599382,22049.166293231938,12225.478740509569,9888.717442490653,1200.0,10519.985986901494,1215.4670414689847
C0,2025-04-26,12639.177108630967,12639.177108630967,0.0,9126.57908575684,21765.756194387806,2577.69135189054,25879.184358894618,11857.985371176268,9618.888487974866,1200.0,10152.819663134762,1200.0
C0,2025-04-27,29814.6662724185,29814.6662724185,0.0,16522.779549252933,46337.445821671434,3842.4947883574164,1374.9202358625173,18904.785775192922,15312.876477906277,1200.0,10587.947945837825,1200.0
C0,2025-04-28,38370.363685007425,38370.363685007425,0.0,5657.211952185079,44027.5756371925,1303.8087557897484,5534.458502844956,18852.30740529938,15270.368998292497,1200.0,10422.9454041197,1200.0
C0,2025-04-29,32516.74097704095,32516.74097704095,0.0,10091.680252487968,42608.42122952892,2098.7304138285253,4967.783083747568,16766.834337047905,13484.707283233865,1200.0,10319.416441252692,1307.1428108610428
C0,2025-04-30,30893.213219371617,30893.213219371617,0.0,13648.096430197498,44541.30964956911,4554.218337629793,4000.3208924697833,16829.009942436413,13727.926583148452,1200.0,10537.833134072134,1200.0
C0,2025-05-01,32401.58733384704,32401.58733384704,0.0,22494.350969825064,54895.938303672105,5055.562925418285,3407.773272948714,18236.65103196975,14771.687335895502,1200.0,10297.067197280394,1200.0
C0,2025-05-02,14106.125844314267,14106.125844314267,0.0,15040.846020876665,29146.97186519093,3751.5474723094285,14614.656814508056,12675.208885610271,10266.919197344316,1199.999999999999,10297.471917053665,1200.0
C0,2025-05-03,13268.603769615087,13268.603769615087,0.0,14306.490834245049,27575.094603860136,2929.5845434778325,18722.323440993212,11960.318549340866,9687.858024966104,1200.0,10040.228413714887,1200.0
C0,2025-05-04,35334.61083308458,35334.61083308458,0.0,14157.978649757933,49492.589482842515,3158.373851788941,6310.545459572522,16361.15552177463,13252.53597263745,1199.9999999999995,9506.543562696665,1200.0
C0,2025-05-05,37870.953716782686,37870.953716782686,0.0,14485.164387613488,52356.11810439617,3703.777731959739,6189.612158025913,16937.968349279712,13719.754362916565,1200.0,9286.914749635653,1200.0
C0,2025-05-06,32041.44188169292,32041.44188169292,0.0,30183.25702366507,62224.698905358,7294.4207363966925,3111.7537229234613,16693.221357770384,13521.509299794012,1200.0,9458.35614249597,1200.0
C0,2025-05-07,33377.52659989326,33377.52659989326,0.0,26754.158393734167,60131.68499362742,6896.434035841479,2837.9493203799457,18757.295563993823,15186.604622277662,1200.0,10402.234617794538,1207.5608717303714
C0,2025-05-08,40924.78474076961,40924.78474076961,0.0,6392.521078177148,47317.305818946756,1498.6825973242005,9526.709163570053,17575.14935716113,14242.675763857853,1200.0,9467.339629140944,1200.0
C0,2025-05-09,16575.95335724175,16575.95335724175,0.0,2929.3354723284797,19505.28882957023,674.6720404770791,20527.418214666053,11614.766434081434,9404.833755739175,1200.0,9451.13170284631,1203.4745065186514
C0,2025-05-10,14682.998077949538,14682.998077949538,0.0,6864.298967865749,21547.297045815285,1802.365763450851,15399.519238906214,12533.943163946093,10147.385875953003,1200.0,10549.236032369792,1209.1501585668016
C0,2025-05-11,36420.558254500655,36420.558254500655,0.0,8330.158934860903,44750.71718936156,2145.678760199407,3023.4032851224188,18484.032832408848,14980.301736961288,1200.0,10326.98362132026,1200.0
C0,2025-05-12,34288.96106178204,34288.96106178204,0.0,15195.698517959478,49484.65957974152,4544.467090032801,4096.7873232332895,15505.181513198162,12540.298762286971,1200.0,9663.785610422465,1220.9980704483758
C0,2025-05-13,40320.55040223094,40320.55040223094,0.0,5034.1156675627035,45354.666069793646,1137.8109589930148,10501.199161694043,15477.233349391268,12487.48647269986,1220.9980704483758,9074.448939592548,1275.5231152340057
C0,2025-05-14,40342.03250056685,40342.03250056685,0.0,2311.3176530277356,42653.35015359458,852.6642919555289,9133.032815971199,17054.151295690932,13735.639226347952,1200.0,9956.164083875532,1362.4379187470088
C0,2025-05-15,37489.01779585881,37489.01779585881,0.0,6160.988980306303,43650.006776165115,2581.430272718149,4355.432183185834,16873.76833522712,13585.412401268493,1242.1587190642854,9364.03991116651,1453.9267523753167
C0,2025-05-16,16882.655116685895,16882.655116685895,0.0,1961.1307622266006,18843.785878912495,609.1104952673406,25732.463813040933,10164.282005562289,8461.60250164324,1200.0,9364.818478866377,1200.0
C0,2025-05-17,17175.46507820425,17175.46507820425,0.0,4413.878378747814,21589.343456952065,1108.8739243697307,19258.394943330088,10367.221777916388,8397.449640112276,1200.0,9270.265888195609,1200.0
C0,2025-05-18,39501.533118685205,39501.533118685205,0.0,719.6717279593485,40221.204846644556,324.4931029792935,8708.216136792897,18149.890467087436,14611.10381823908,1200.0,10368.24098096976,1300.341622335267
C0,2025-05-19,36989.58248953853,36989.58248953853,0.0,1452.05443344446,38441.636922982994,392.5519222488772,9396.773597762189,16839.691044453877,13730.457206109382,1200.0,9549.36799350116,1200.0
C0,2025-05-20,35146.350747869845,35146.350747869845,0.0,15649.079788465187,50795.430536335036,4741.437003838119,3599.611495509771,17290.018920394563,14004.915325519598,1200.0,9637.455779197444,1200.0
C0,2025-05-21,35014.36980915692,35014.36980915692,0.0,12365.810133243791,47380.179942400704,3485.8020516707606,4046.0105180317787,15084.043586044425,12218.075304695987,1200.0,9393.189393878378,1200.0
C0,2025-05-22,36112.60370679967,36112.60370679967,0.0,10865.121830292403,46977.725537092076,3325.6092928322796,6711.502865270532,16851.34228413353,13610.65622561964,1200.0,9459.707464857054,1243.256693920582
C0,2025-05-23,13990.690835357984,13990.690835357984,0.0,5382.434665245147,19373.12550060313,1367.3248930009315,19852.94458718442,11914.386141363093,9646.65667649391,1200.0,10460.64279939697,1247.6968028207996
C0,2025-05-24,14749.55644661676,14749.55644661676,0.0,3258.0397140662467,18007.596160683006,1021.621924851358,22618.480558603635,11484.071740611724,9186.60753663348,1200.0,10404.44612361276,1376.0196620008214
C0,2025-05-25,36738.61109482189,36738.61109482189,0.0,6596.196839534795,43334.807934356686,1415.885206002577,9872.641002547423,15549.824150274764,12729.702272707773,1200.0,8933.113587691561,1226.747760906141
C0,2025-05-26,37129.94270388362,37129.94270388362,0.0,13836.070614903385,50966.01331878701,4135.779103120556,6439.821769984044,16648.8822180388,13506.540525560165,1200.0,9687.842292676813,1203.4745065186517
C0,2025-05-27,33251.60721650786,33251.60721650786,0.0,10350.2792086046,43601.88642511246,3091.5152046540293,3219.3042920727553,15684.701995021082,12659.769835358962,1200.0,10131.275234298437,1253.2953738610051
C0,2025-05-28,36547.4154448182,36547.4154448182,0.0,2108.6146317378507,38656.03007655605,486.402924134015,4749.7596945315445,17989.81149282011,14494.654684509047,1253.2953738610051,9984.291043013229,1338.9538457223846
C0,2025-05-29,36029.04240646533,36029.04240646533,0.0,12390.102184559852,48419.14459102518,3249.1763760770195,4854.530417620812,17591.085884021475,14373.838027207543,1200.0,9783.77013233095,1200.0
C0,2025-05-30,14638.704510072917,14638.704510072917,0.0,1916.782767072041,16555.48727714496,523.4525375222598,19004.99987291382,11913.92654119198,9591.87208671433,1200.0,10359.133641205824,1264.89823516797
C0,2025-05-31,17741.419484057387,17741.419484057387,0.0,1355.3927223130377,19096.812206370425,518.5676625941824,21733.867674482335,11063.106796831235,9019.52491708447,1200.0,9441.2925730867,1200.0
C0,2025-06-01,46546.39910056213,46546.39910056213,0.0,24980.1360995684,71526.53520013053,6199.641583023051,6677.440292692202,18525.861433316066,15005.947760986017,1199.9999999999998,9167.341528292263,1200.0
C0,2025-06-02,48653.50191359471,48653.50191359471,0.0,23564.706326910557,72218.20824050526,5879.9847872699165,11074.419291078208,17149.05529821546,13890.734791554522,1200.0,8722.781337243832,1200.0
C0,2025-06-03,44693.571748914954,44693.571748914954,0.0,27711.34925577854,72404.92100469349,6572.932517297098,5901.118526203723,15955.654155293214,12924.079865787502,1199.9999999999998,8451.318966716894,1200.0
C0,2025-06-04,51522.83000616077,51522.83000616077,0.0,20051.651733280603,71574.48173944138,5140.8146837843005,13849.832524278107,15319.373350760543,12408.692414116043,1199.9999999999995,9173.505843973002,1200.0
C0,2025-06-05,42530.28351496518,42530.28351496518,0.0,35336.703604887894,77866.98711985307,9169.229850938456,2429.1703708068194,19025.472474627568,15410.63270444833,1200.0,9525.470741304383,1200.0
C0,2025-06-06,19532.804356479643,19532.804356479643,0.0,23711.16419591702,43243.96855239666,6244.43881755957,6800.175404486852,11203.259165353942,9074.639923936697,1200.0,8961.252891924225,1200.0
C0,2025-06-07,19499.034078725865,19499.034078725865,0.0,20464.24351368253,39963.27759240839,4615.228518861863,7545.843001638866,11762.571130890963,9527.682616021675,1199.9999999999998,9451.330243738226,1200.0
C0,2025-06-08,49167.60994062965,49167.60994062965,0.0,9585.790572614034,58753.40051324368,2818.237242344206,12095.337006720792,15971.190167061011,12795.964509172964,1200.0,9408.495048148516,1356.332806829395
C0,2025-06-09,56677.6494382245,56677.6494382245,0.0,818.2157235106125,57495.86516173511,310.7471410532648,14346.56430419411,18593.400767100626,15201.35414749796,1200.0,10566.686178753846,1200.0
C0,2025-06-10,54001.253776675025,54001.253776675025,0.0,4103.8598913315855,58105.11366800661,1051.428419475922,10208.127887667773,19066.138143859476,15172.095528076246,1200.0,9763.990451147578,1501.6404093888111
C0,2025-06-11,57053.206940300086,57053.206940300086,0.0,9596.550320966444,66649.75726126652,2354.2028571993997,9760.651773036876,19441.440229311465,15756.778796191713,1200.0,9331.4438778207,1491.4046200005616
C0,2025-06-12,53380.357077327746,53380.357077327746,0.0,4097.5873285198995,57477.944405847644,1129.2119114076993,7288.017662355708,18805.589131970723,15164.089336994834,1491.4046200005616,9243.621417573073,1567.4466865577313
C0,2025-06-13,24273.85734464679,24273.85734464679,0.0,1053.550353511515,25327.407698158302,492.2635157083923,9758.024656173062,11705.422379156527,9556.279447265468,1465.070387301672,9648.681595177191,1484.2385530591928
C0,2025-06-14,23682.232300079922,23682.232300079922,0.0,523.3025579581367,24205.53485803806,158.74605040430683,10979.981001940163,11448.179386161075,9250.63966497193,1200.0,9584.56546415418,1509.1114839686827
C0,2025-06-15,47481.497396044964,47481.497396044964,0.0,13714.63661457633,61196.134010621296,3773.5243925497853,4409.415342473981,20233.354373858838,16384.83882411232,1200.0,10376.04207789844,1513.7539492057233
C0,2025-06-16,52941.84987437064,52941.84987437064,0.0,7507.321483562321,60449.17135793296,1830.4065683770393,7488.77957540758,20150.08861978856,16151.135701391713,1200.0,9588.804168811588,1703.1273721357472
C0,2025-06-17,51147.85092038311,51147.85092038311,0.0,10836.374484585012,61984.22540496813,3014.485104374025,4532.86773133818,20415.895505953544,16919.28560047834,1200.0,9288.637165189291,1278.2271047402214
C0,2025-06-18,53874.176132347544,53874.176132347544,0.0,3250.20261885666,57124.3787512042,800.2405474903634,10164.902797596662,18477.467721642504,14781.920769420602,1200.0,9674.602423299018,1483.591643751139
