date,slot,policy,price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,original_grid_plan_kwh,final_grid_plan_kwh,emergency_purchase_kwh,charge_kwh,discharge_kwh,remaining_energy_kwh,soc_start_kwh,soc_end_kwh,balance_error_kwh,original_plan_cost_yuan,final_non_emergency_cost_yuan,adjustment_increase_kwh,adjustment_decrease_kwh,adjustment_net_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-03-20,14,C3,0.4324,546.1207666666667,0.0,560.3376225478634,0.0,597.4296500061504,597.4296500061504,0.0,51.308883339483714,0.0,0.0,7201.587986787151,7247.765981792686,0.0,258.3285806626594,258.3285806626594,0.0,0.0,0.0,0.0,258.3285806626594
2025-03-20,15,C3,0.4367,565.7133333333334,0.0,578.1397317834247,0.0,622.3408820578991,622.3408820578991,0.0,56.62754872456571,0.0,0.0,7247.765981792686,7298.730775644795,0.0,271.77626319468453,271.77626319468453,0.0,0.0,0.0,0.0,271.77626319468453
2025-03-20,16,C3,0.4348,597.9265666666666,0.0,584.4588226371137,0.0,587.5805385734235,587.5805385734235,0.0,0.0,10.346028093243149,0.0,7298.730775644795,7287.235188874525,0.0,255.4800181717245,255.4800181717245,0.0,0.0,0.0,0.0,255.4800181717245
2025-03-20,17,C3,0.4335,600.9544666666667,0.0,600.3681137714358,0.0,588.7014654396603,588.7014654396603,10.73296771902162,0.0,1.5200335079847718,0.0,7287.235188874525,7285.546262754542,0.0,255.20208526809276,255.20208526809276,0.0,0.0,0.0,23.263707530979364,278.4657927990721
2025-03-20,18,C3,0.4357,587.1316666666667,0.0,613.9296777533956,0.0,629.4979946785644,629.4979946785644,0.0,42.366328011897735,0.0,0.0,7285.546262754542,7323.67595796525,0.0,274.2722762814505,274.2722762814505,0.0,0.0,0.0,0.0,274.2722762814505
2025-03-20,19,C3,0.4374,605.2103000000001,0.0,586.2178956592396,0.0,613.1616058034334,613.1616058034334,0.0,0.1456990574661176,0.0,7.805606745967225,7323.67595796525,7323.807087116969,0.0,268.19688637842177,268.19688637842177,0.0,0.0,0.0,0.0,268.19688637842177
2025-03-20,20,C3,0.4371,621.8923833333333,0.0,565.5807703139291,0.0,569.4962919662731,569.4962919662731,52.396091367060194,0.0,0.0,0.0,7323.807087116969,7323.807087116969,0.0,248.926829218458,248.926829218458,0.0,0.0,0.0,114.51165768271004,363.438486901168
2025-03-20,21,C3,0.4356,620.1683333333334,0.0,576.5237563490556,0.0,575.1625671435436,575.1625671435436,45.005766189789824,0.0,0.0,0.0,7323.807087116969,7323.807087116969,0.0,250.5408142477276,250.5408142477276,0.0,0.0,0.0,98.02255876136223,348.5633730090898
2025-03-20,22,C3,0.4353,616.6230833333333,0.0,594.3302169008502,0.0,593.0647543046392,593.0647543046392,23.55832902869406,0.0,0.0,0.0,7323.807087116969,7323.807087116969,0.0,258.16108754880946,258.16108754880946,0.0,0.0,0.0,51.274703130952624,309.4357906797621
2025-03-20,23,C3,0.436,612.46375,0.0,584.6181260822282,0.0,605.2560454176111,605.2560454176111,7.207704582388942,0.0,0.0,0.0,7323.807087116969,7323.807087116969,0.0,263.89163580207844,263.89163580207844,0.0,0.0,0.0,15.712795989607894,279.60443179168635
2025-03-20,24,C3,0.4378,603.93,0.0,565.9603108720286,0.0,591.8337883583131,591.8337883583131,12.096211641686864,0.0,0.0,0.0,7323.807087116969,7323.807087116969,0.0,259.1048325432695,259.1048325432695,0.0,0.0,0.0,26.478607283652547,285.583439826922
2025-03-20,25,C3,0.4401,589.79495,0.0003166666666666,586.5308539778747,0.0,619.9242518746346,619.9242518746346,0.0,30.129618541301287,0.0,0.0,7323.807087116969,7350.923743804141,-3.552713678800501e-15,272.8286632500267,272.8286632500267,0.0,0.0,0.0,0.0,272.8286632500267
2025-03-20,26,C3,0.4389,581.4640499999999,0.0,596.3158962630913,0.0,619.5129766389721,619.5129766389721,0.0,38.04892663897215,0.0,0.0,7350.923743804141,7385.167777779216,0.0,271.90424544684487,271.90424544684487,0.0,0.0,0.0,0.0,271.90424544684487
2025-03-20,27,C3,0.4364,585.585,0.0,585.2450285400934,0.0,641.9117512594504,641.9117512594504,0.0,56.32675125945036,0.0,0.0,7385.167777779216,7435.861853912721,0.0,280.1302882496242,280.1302882496242,0.0,0.0,0.0,0.0,280.1302882496242
2025-03-20,28,C3,0.4393,599.72965,0.0045166666666666,594.2440527036209,0.0,642.578552350073,642.578552350073,0.0,42.85341901673966,0.0,0.0,7435.861853912721,7474.429931027787,-3.5527136788005016e-14,282.2847580473871,282.2847580473871,0.0,0.0,0.0,0.0,282.2847580473871
2025-03-20,29,C3,0.4422,616.7393166666667,0.0,608.3625193569563,0.0,636.5775974024024,636.5775974024024,0.0,19.83828073573568,0.0,0.0,7474.429931027787,7492.284383689948,0.0,281.4946135713423,281.4946135713423,0.0,0.0,0.0,0.0,281.4946135713423
2025-03-20,30,C3,0.4395,625.595,0.0,609.6133699107476,0.0,637.9441312009009,637.9441312009009,0.0,12.349131200900842,0.0,0.0,7492.284383689948,7503.398601770759,0.0,280.376445662796,280.376445662796,0.0,0.0,0.0,0.0,280.376445662796
2025-03-20,31,C3,0.4333,619.49685,0.0629333333333333,597.5287162303762,0.0,624.9325764069038,624.9325764069038,82.05145186322119,87.55011160345829,0.0,0.0,7503.398601770759,7582.193702213872,9.947598300641405e-14,270.7832853571114,270.7832853571114,0.0,0.0,0.0,177.7644704616687,448.54775581878016
2025-03-20,32,C3,0.4439,617.8444000000001,0.0,593.7405058860846,0.0,623.0423620953873,623.0423620953873,24.10389411391567,29.301856209302866,0.0,0.0,7582.193702213872,7608.565372802244,-1.0658141036401504e-14,276.5685045341424,276.5685045341424,0.0,0.0,0.0,53.49859298583583,330.06709751997823
2025-03-20,33,C3,0.4301,607.115,0.0,593.7500838299246,0.0,1446.3170966788482,1446.3170966788482,0.0,833.3333333333334,0.0,5.868763345514822,7608.565372802244,8358.565372802244,0.0,622.0609832815726,622.0609832815726,0.0,0.0,0.0,0.0,622.0609832815726
2025-03-20,34,C3,0.3713,576.3066333333334,0.8765666666666667,590.4131346528119,0.0,1418.1171683602415,1418.1171683602415,0.0,833.3333333333333,0.0,9.353768360241816,8358.565372802244,9108.565372802244,-1.1368683772161605e-13,526.5469046121577,526.5469046121577,0.0,0.0,0.0,0.0,526.5469046121577
2025-03-20,35,C3,0.5708,671.4631166666667,0.0,683.8311944067797,0.0,671.8823134586595,671.8823134586595,0.0,0.0,0.0,0.4191967919928174,9108.565372802244,9108.565372802244,0.0,383.5104245222028,383.5104245222028,0.0,0.0,0.0,0.0,383.5104245222028
2025-03-20,36,C3,0.9099,827.015,0.0,812.8655411554369,0.0,11.007026913234768,11.007026913234768,0.0,0.0,816.0079730867652,0.0,9108.565372802244,8201.889847150283,0.0,10.015293788352317,10.015293788352317,0.0,0.0,0.0,0.0,10.015293788352317
2025-03-20,37,C3,0.9368,817.5199666666667,25.57003333333333,804.7358090700908,47.98578055555556,0.0,12.507250378886738,0.0,0.0,779.4426829544467,0.0,8201.889847150283,7335.842421645342,0.0,0.0,17.575188232411644,12.507250378886738,0.0,17.575188232411644,0.0,17.575188232411644
2025-03-20,38,C3,0.8758,776.8039833333333,66.84066666666666,786.8392905068407,95.97156111111111,0.0,0.0,0.0,0.0,709.9633166666667,0.0,7335.842421645342,6546.994292015713,1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,39,C3,0.8759,783.9583333333334,112.5875,807.8854422648234,143.95734166666668,0.0,0.0,0.0,0.0,671.3708333333334,0.0,6546.994292015713,5801.02669942312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,40,C3,0.8601,787.8168000000001,158.77193333333335,791.0188726445018,191.94312222222223,0.0,0.0,0.0,0.0,629.0448666666667,0.0,5801.02669942312,5102.0879586823785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,41,C3,0.8442,803.24555,217.08963333333327,777.7851333721059,239.92890277777775,0.0,136.12063628612094,0.0,0.0,450.03528038054577,0.0,5102.0879586823785,4602.04875825955,1.1368683772161605e-13,0.0,172.3695617291149,136.12063628612094,0.0,172.3695617291149,0.0,172.3695617291149
2025-03-20,42,C3,0.8334,813.3883333333333,282.20625,783.0350579780485,287.91468333333336,0.0,487.1530547424085,0.0,0.0,44.02902859092484,0.0,4602.04875825955,4553.127615380744,0.0,0.0,608.9900337334848,487.1530547424085,0.0,608.9900337334848,0.0,608.9900337334848
2025-03-20,43,C3,0.8092,781.5626833333334,334.98718333333335,780.4585668747633,338.9433388888889,320.25367544405486,444.3968140116644,0.0,0.0,2.178685988335701,0.0,4553.127615380744,4550.706853171482,0.0,259.1492741693292,409.8342157626937,124.14313856760953,0.0,150.68494159336444,0.0,409.8342157626937
2025-03-20,44,C3,0.7972,785.5607666666666,384.31915,806.9637028885357,389.9719944444444,392.8710194661486,418.442402654136,0.0,0.0,0.0,17.200785987469317,4550.706853171482,4550.706853171482,0.0,313.1967767184137,343.77503673460893,25.57138318798735,0.0,30.57826001619526,0.0,343.77503673460893
2025-03-20,45,C3,0.7644,804.5333333333333,434.95625,821.1221723329503,441.00065,389.36981600205456,389.36981600205456,0.0,0.0,0.0,19.79273266872127,4550.706853171482,4550.706853171482,5.684341886080803e-14,297.6342873519705,297.6342873519705,0.0,0.0,0.0,0.0,297.6342873519705
2025-03-20,46,C3,0.6899,763.026,482.3358,766.4857728764041,492.02930555555554,284.2407486839993,347.80682639340296,0.0,0.0,0.0,67.11662639340301,4550.706853171482,4550.706853171482,-5.684341886080803e-14,196.0976925170911,261.87904803466745,63.56607770940366,0.0,65.78135551757634,0.0,261.87904803466745
2025-03-20,47,C3,0.86,864.5061333333333,529.9280666666667,887.8705978212635,543.0579611111111,0.0,0.0,0.0,0.0,334.5780666666666,0.0,4550.706853171482,4178.953445764075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,48,C3,1.1617,1067.5983333333334,579.4187499999999,1102.2023519177371,594.0866166666666,0.0,0.0,0.0,0.0,488.1795833333334,0.0,4178.953445764075,3636.5316865048153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,49,C3,1.1683,1109.6747666666668,626.8709166666666,1068.4306165241464,646.8532861111111,0.0,0.0,0.0,0.0,482.8038500000001,0.0,3636.5316865048153,3100.082964282593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,50,C3,1.0956,1101.1000166666663,662.7286166666667,1018.5689371603916,699.6199555555555,0.0,0.0,0.0,0.0,438.37139999999965,0.0,3100.082964282593,2613.00363094926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,51,C3,1.0849,1114.545,703.3874999999999,1058.7958133544496,752.3866250000001,0.0,0.0,0.0,0.0,411.15750000000014,0.0,2613.00363094926,2156.161964282593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,52,C3,1.061,1108.296,775.6238166666667,1063.408222646732,805.1532944444444,0.0,0.0,0.0,0.0,332.6721833333333,0.0,2156.161964282593,1786.5262050233337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,53,C3,1.043,1117.5889166666666,839.5837833333334,1070.2145641919594,857.9199638888889,0.0,0.0,0.0,0.0,278.0051333333332,0.0,1786.5262050233337,1477.6316124307411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,54,C3,1.036,1126.3016666666667,863.4812499999999,1089.567005490479,910.6866333333334,0.0,0.0,12.951965478999796,0.0,249.868451187667,0.0,1477.6316124307411,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,67.09118118121894,67.09118118121894
2025-03-20,55,C3,1.0147,1082.3667333333333,861.0829666666667,1080.0761317788658,947.1895444444444,0.0,0.0,221.28376666666657,0.0,-0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.6831901833327,1122.6831901833327
2025-03-20,56,C3,0.9922,1072.7398666666666,922.2215,1076.5570573568975,983.6924555555556,0.0,0.0,150.51836666666657,0.0,-0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,746.7216170333329,746.7216170333329
2025-03-20,57,C3,0.97,1095.1416666666669,1017.95625,1083.8461106198408,1020.1953666666668,0.0,0.0,77.18541666666692,0.0,-0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,374.3492708333346,374.3492708333346
2025-03-20,58,C3,0.9422,1066.5605833333334,1030.4658333333334,1072.8441421344007,1056.6982777777778,0.0,0.0,36.094749999999976,0.0,-0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0423672499999,170.0423672499999
2025-03-20,59,C3,0.9569,1074.321683333333,1033.0643333333337,1075.8001917443544,1093.201188888889,0.0,0.0,41.257349999999406,0.0,-0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,197.39579107499716,197.39579107499716
2025-03-20,60,C3,0.9977,1116.2383333333337,1071.03125,1091.580492728633,1129.7041,0.0,0.0,45.207083333333685,0.0,-0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,225.51553520833508,225.51553520833508
2025-03-20,61,C3,0.9919,1096.3326,1112.54135,1083.8994517391395,1157.7260749999998,0.0,0.0,0.0,0.0,0.0,16.20875000000001,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,62,C3,0.9588,1074.2128666666667,1129.0006666666666,1071.7502017802942,1185.74805,0.0,0.0,0.0,0.0,0.0,54.78779999999984,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,63,C3,0.9549,1078.935,1146.5125,1061.5780566057476,1213.770025,0.0,0.0,0.0,-0.0,0.0,67.5775000000001,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,64,C3,0.9839,1075.7058833333333,1211.41895,1044.0728275582294,1241.792,0.0,0.0,0.0,0.0,0.0,135.7130666666667,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,65,C3,0.799,1058.7226666666668,1242.5592333333334,1052.2545846257235,1269.813975,0.0,0.0,0.0,0.0,0.0,183.8365666666666,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,66,C3,0.5025,1046.65,1210.5,1078.0758988940509,1297.83595,258.79442031204974,0.0,0.0,0.0,0.0,163.8499999999999,1200.0,1200.0,0.0,130.04419620680497,65.02209810340248,0.0,258.79442031204974,-65.02209810340248,0.0,65.02209810340248
2025-03-20,67,C3,0.4662,1060.3406,1170.2779833333334,1074.094971485072,1315.6730972222222,728.3182612093059,551.2632123476429,0.0,527.699276998802,0.0,133.50131868217431,1200.0,1674.9293492989218,-1.1368683772161605e-13,339.5419733757784,298.27044148612475,0.0,177.05504886166295,-41.27153188965366,0.0,298.27044148612475
2025-03-20,68,C3,0.5007,1065.63955,1175.4807,1043.9274281854016,1333.5102444444444,699.5615694059592,0.0,0.0,109.84114999999996,0.0,0.0,1674.9293492989218,1773.7863842989218,0.0,350.2704778015638,175.1352389007819,0.0,699.5615694059592,-175.1352389007819,0.0,175.1352389007819
2025-03-20,69,C3,0.4827,1060.0166666666669,1219.59375,1023.8915076019524,1351.347391666667,650.2276125379557,0.0,0.0,159.57708333333312,0.0,0.0,1773.7863842989218,1917.4057592989216,0.0,313.8648685720712,156.9324342860356,0.0,650.2276125379557,-156.9324342860356,0.0,156.9324342860356
2025-03-20,70,C3,0.4785,1070.6712666666667,1250.9388833333337,1044.5395085106393,1369.184538888889,676.311775234392,183.53655173685425,417.7243680222725,781.5285364257937,0.0,0.0,1917.4057592989216,2620.781442082136,1.1368683772161605e-13,323.61518444965657,205.71871222787064,0.0,492.7752234975378,-117.89647222178591,999.405550493287,1205.1242627211575
2025-03-20,71,C3,0.4662,1063.2702666666669,1272.5053833333334,1039.4806260494354,1387.0216861111112,646.5462947750151,480.1676614193524,143.93055524731437,833.3333333333333,0.0,0.0,2620.781442082136,3370.781442082136,0.0,301.41988262411206,262.6370231889071,0.0,166.3786333556627,-38.78285943520496,335.5021242814898,598.1391474703969
2025-03-20,72,C3,0.4432,1028.0533333333333,1303.075,999.566439971164,1404.8588333333337,582.6677904397446,498.5865439753071,59.72512269135939,833.3333333333333,0.0,0.0,3370.781442082136,4120.781442082136,0.0,258.2383647228948,239.60596050637545,0.0,84.08124646443753,-18.632404216519348,132.3508718840524,371.9568323904279
2025-03-20,73,C3,0.4411,993.1352666666668,1347.1565833333334,982.70654923002,1297.613686111111,673.7825300670852,493.6553867446072,0.0,0.0,0.0,847.6767034112738,4120.781442082136,4120.781442082136,1.1368683772161605e-13,297.20547401259125,257.4784325528188,0.0,180.127143322478,-39.72704145977252,0.0,257.4784325528188
2025-03-20,74,C3,0.4551,975.87165,1348.42845,988.0888508631596,1292.152372222222,738.163898630146,509.0059828243532,0.0,436.498495473083,0.0,445.0642873512703,4120.781442082136,4513.630088007911,0.0,335.93839026657946,283.7935065249713,0.0,229.15791580579287,-52.14488374160817,0.0,283.7935065249713
2025-03-20,75,C3,0.4463,980.61,1284.89375,995.000966400423,1286.691058333333,761.7423854240309,559.7213996848344,0.0,833.3333333333333,0.0,30.671816351501093,4513.630088007911,5263.630088007911,-1.1368683772161605e-13,339.96562661474496,294.8846436470433,0.0,202.02098573919648,-45.08098296770169,0.0,294.8846436470433
2025-03-20,76,C3,0.4113,1001.0465666666668,1200.876,989.18392109663,1281.2297444444446,785.1756266767279,578.0531941522512,55.45070584774885,833.3333333333333,0.0,0.0,5263.630088007911,6013.630088007911,-1.1368683772161605e-13,322.94273525213816,280.34800700347955,0.0,207.12243252447672,-42.59472824865861,114.0343765758955,394.3823835793751
2025-03-20,77,C3,0.5682,1028.0591333333334,1201.1573666666666,998.1217321899234,1275.7684305555556,0.0,0.0,104.54846503229952,277.6466983656327,0.0,0.0,6013.630088007911,6263.51211653698,-1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,297.022189156763,297.022189156763
2025-03-20,78,C3,0.8279,1058.5633333333333,1254.3,1028.859251026135,1270.3071166666666,22.42299926352935,22.42299926352935,0.0,218.15966593019607,0.0,0.0,6263.51211653698,6459.855815874156,0.0,18.564001090275948,18.564001090275948,0.0,0.0,0.0,0.0,18.564001090275948
2025-03-20,79,C3,0.8636,1085.1036,1223.1791666666666,1056.446013628922,1249.9275333333333,48.91335795148234,48.822647821627214,0.0,186.8982144882939,0.0,0.0,6459.855815874156,6628.064208913621,0.0,42.24157592690015,42.2024072928287,0.0,0.0907101298551253,-0.0391686340714443,0.0,42.2024072928287
2025-03-20,80,C3,0.8416,1059.80525,1150.1056333333331,1053.668643044505,1229.54795,74.95084026446011,74.95084026446011,0.0,165.25122359779334,0.0,0.0,6628.064208913621,6776.790310151635,0.0,63.07862716656963,63.07862716656963,0.0,0.0,0.0,0.0,63.07862716656963
2025-03-20,81,C3,0.8618,1006.55,1101.66875,1039.2481022296977,1209.1683666666668,0.0,0.0,0.0,95.11875000000008,0.0,0.0,6776.790310151635,6862.397185151635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,82,C3,0.8623,1004.8308,1107.0299166666666,1052.853551510101,1188.7887833333334,0.08685675548179,0.08685675548179,0.0,102.28597342214846,0.0,0.0,6862.397185151635,6954.454561231569,1.1368683772161605e-13,0.0748965802519475,0.0748965802519475,0.0,0.0,0.0,0.0,0.0748965802519475
2025-03-20,83,C3,0.9026,1029.630216666667,1134.42295,1037.4810886262749,1168.4092,0.0,0.0,0.0,104.792733333333,0.0,0.0,6954.454561231569,7048.768021231568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,84,C3,0.9754,1046.67,1133.325,1006.4284568673568,1148.0296166666667,0.0,0.0,0.0,86.65499999999997,0.0,0.0,7048.768021231568,7126.757521231568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,85,C3,1.0002,1047.24705,1075.6022833333334,1030.0103647848484,1101.2780416666667,0.0,0.0,0.0,28.355233333333445,0.0,0.0,7126.757521231568,7152.277231231568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,86,C3,0.9978,1052.4853333333333,1033.9314333333334,1031.546216623227,1054.5264666666667,0.0,0.0,0.0,0.0,18.553899999999885,0.0,7152.277231231568,7131.661786787124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,87,C3,1.0271,1058.7983333333334,1019.28125,1006.8013138878972,1007.7748916666666,0.0,0.0,0.0,0.0,39.5170833333334,0.0,7131.661786787124,7087.753916416753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,88,C3,1.0906,1043.2368833333333,972.9436,1030.4222928438369,961.0233166666668,0.0,0.0,0.0,0.0,70.2932833333333,0.0,7087.753916416753,7009.650268268605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,89,C3,0.9376,1031.6857666666667,905.32725,1053.8786553686232,914.2717416666668,0.0,0.0,0.0,0.0,126.35851666666667,0.0,7009.650268268605,6869.251916416753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,90,C3,0.6694,1026.1066666666668,845.4625,1047.838448487673,867.5201666666667,1241.2770831048178,1115.3915879506203,0.0,833.3333333333334,0.0,101.41408795062011,6869.251916416753,7619.251916416753,1.1368683772161605e-13,830.9108794303651,788.7770042022552,0.0,125.88549515419754,-42.1338752281099,0.0,788.7770042022552
2025-03-20,91,C3,0.66,1006.5609833333332,809.2424166666666,1032.0180068983686,813.4041944444444,1234.1175536072697,1101.743777963581,0.0,833.3333333333334,0.0,71.09187796358094,7619.251916416753,8369.251916416753,1.1368683772161605e-13,814.517585380798,770.8342394183807,0.0,132.37377564368876,-43.68334596241732,0.0,770.8342394183807
2025-03-20,92,C3,0.7217,1009.11315,760.3063833333334,1017.6739692460308,759.2882222222223,530.1037772407295,530.1037772407295,490.0431432832863,771.3401538573493,0.0,0.0,8369.251916416753,9063.458054888368,0.0,382.5758960346345,382.5758960346345,0.0,0.0,0.0,1768.3206825377388,2150.896578572373
2025-03-20,93,C3,0.7308,1031.28,691.1374999999999,1017.1245639157625,705.17225,548.1743149965878,548.1743149965878,28.190186084237524,236.2220010808253,0.0,0.0,9063.458054888368,9276.05785586111,2.8421709430404014e-14,400.6057893995064,400.6057893995064,0.0,0.0,0.0,103.00693995180391,503.6127293513103
2025-03-20,94,C3,0.7534,1032.5620166666663,629.77975,1031.9987362215077,651.0562777777777,593.482693902378,593.482693902378,21.839808222937165,212.54023545864885,0.0,0.0,9276.05785586111,9467.344067773894,1.7053025658242404e-13,447.1298615860515,447.1298615860515,0.0,0.0,0.0,82.2705575758043,529.4004191618558
2025-03-20,95,C3,0.7823,1031.0229333333334,578.5704833333333,1009.9873556129736,596.9403055555555,563.9623178918569,563.9623178918569,27.66342280006341,139.17329069192016,0.0,0.0,9467.344067773894,9592.600029396624,1.7053025658242404e-13,441.1877212867996,441.1877212867996,0.0,0.0,0.0,108.20547828244806,549.3931995692477
2025-03-20,96,C3,0.8055,1033.361666666667,526.0375,971.163584070545,542.8243333333334,609.3386700098683,609.3386700098683,78.9849159294547,180.99941927265616,0.0,0.0,9592.600029396624,9755.499506742011,-1.1368683772161605e-13,490.82229869294895,490.82229869294895,0.0,0.0,0.0,318.1117489058788,808.9340475988278
