policy,date,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_purchase_kwh,remaining_energy_kwh,charge_kwh,discharge_kwh,soc_min_kwh,soc_max_kwh,terminal_soc_kwh,max_balance_error
B1,2025-02-15,17824.40220161432,6923.460761960556,24747.862963574877,2486.1671220356,4234.578634515612,18008.99334951191,14587.284613104648,1200.0,10800.0,1200.0,1.2505552149377763e-12
B1,2025-02-16,46464.57035030725,16925.201730035158,63389.77208034241,4639.089227600997,569.0379458442414,23158.47611111111,18758.365649999996,1200.0,10800.000000000004,1200.0,5.7980287238024175e-12
B1,2025-02-17,47349.30062705535,4178.042815911465,51527.34344296682,1170.8749667569189,2982.081444511015,21776.24194632299,17638.755976521625,1200.0,10800.0,1200.0,5.684341886080801e-13
B1,2025-02-18,46910.25200773052,5400.67746946586,52310.92947719638,1576.1848062659983,1539.3869552552803,22847.647053171277,18506.59411306874,1200.0,10800.000000000002,1200.0,9.094947017729282e-13
B1,2025-02-19,46547.1274026977,10801.348467095437,57348.47586979314,2956.0696178011767,1507.7291569741858,23470.752366255147,19011.30941666667,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-02-20,45919.81304132057,6558.381501644761,52478.19454296533,1743.2040700196862,1571.9093769664873,22548.459504880808,18264.25219895345,1200.0,10800.0,1200.0,2.2737367544323206e-12
B1,2025-02-21,17787.634385438603,1773.7289856841278,19561.363371122734,766.7636524785858,6155.557084026241,17918.406387237716,14513.909173662552,1200.0,10800.000000000004,1200.0,1.4210854715202004e-12
B1,2025-02-22,17479.73227419595,6241.346868497354,23721.079142693303,2231.453954567562,4851.157755268316,17718.080137514273,14351.644911386556,1200.0,10800.0,1200.0,2.6716406864579767e-12
B1,2025-02-23,45016.876317699076,9985.080158498173,55001.95647619725,2940.8410443206158,744.1899741161616,22941.719522539897,18582.792813257314,1200.0,10800.0,1200.0,1.2505552149377763e-12
B1,2025-02-24,45212.66372974881,3179.6699260442037,48392.333655793016,855.6538959595613,2519.5879650274824,22086.9503258851,17890.42976396693,1200.0,10800.000000000004,1200.0,2.2737367544323206e-13
B1,2025-02-25,45022.05782392441,3588.160058268093,48610.217882192504,1038.1603946257417,4950.925186918309,21239.591130938792,17204.068816060426,1200.0,10800.000000000002,1200.0,2.2026824808563106e-13
B1,2025-02-26,44715.94720723836,5976.173277338073,50692.12048457643,1736.7349246559763,2033.5111801572662,22164.240460035475,17953.03477262874,1200.0,10800.000000000002,1200.0,1.4779288903810084e-12
B1,2025-02-27,43563.284775839464,9223.959894781732,52787.2446706212,2056.502592276888,2426.4834176923787,22490.307202431795,18217.148833969753,1200.0,10800.000000000002,1200.0,1.1368683772161603e-13
B1,2025-02-28,17124.202903975063,3963.3266850665136,21087.529589041576,1409.9404795878818,8226.157359603496,17220.348469494573,13948.482260290604,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-03-01,16929.12176839321,3161.532352890221,20090.654121283427,941.1722458273248,7097.9821781348965,16504.710800798774,13368.815748647008,1200.0,10800.0,1200.0,5.684341886080801e-13
B1,2025-03-02,42928.40737243676,25904.48782668035,68832.89519911712,7871.510707515118,1418.6135369480933,24320.168148148143,19699.3362,1200.0,10800.0,1200.0,4.547473508864641e-13
B1,2025-03-03,44264.335564186586,18878.53781402728,63142.87337821386,5124.462701948957,1248.5571895746152,23295.692366094314,18869.5108165364,1200.0,10800.000000000004,1200.0,2.7284841053187847e-12
B1,2025-03-04,45258.38490481667,4882.862469544972,50141.24737436164,1584.0409211858323,2284.0621529801238,22714.64225264648,18398.860224643653,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-03-05,45284.036964991115,3765.897162268068,49049.934127259185,974.2915068699855,5121.913317124208,21325.643865690414,17273.771531209237,1200.0,10800.000000000002,1200.0,1.1368683772161603e-13
B1,2025-03-06,43994.77302623684,5020.451615159641,49015.22464139648,1459.3433368836013,3578.0042294070945,21397.586273442383,17332.044881488335,1200.0,10800.000000000002,1200.0,1.1368683772161603e-13
B1,2025-03-07,16653.093571381047,2572.3510141286965,19225.444585509744,802.8093690848036,9189.117560418374,15784.964227364224,12785.82102416502,1200.0,10800.0,1200.0,9.094947017729282e-13
B1,2025-03-08,15713.910064451104,3066.9265765965465,18780.83664104765,1193.1932038259897,9358.004570968205,15657.77729611869,12682.799609856136,1200.0,10800.0,1200.0,4.547473508864641e-13
B1,2025-03-09,42173.46713769323,3821.924305128651,45995.391442821885,1273.1478318221727,3191.5505642903054,21816.06500842401,17671.01265682345,1200.0,10800.000000000002,1200.0,2.8421709430404007e-12
B1,2025-03-10,41788.78367740772,12678.965639247666,54467.74931665539,4215.5435340110425,766.3276890653817,21858.01040117259,17704.98842494979,1200.0,10800.000000000002,1200.0,2.504663143554353e-13
B1,2025-03-11,41603.12830954451,5630.606032474021,47233.73434201853,1533.270455816008,2630.599259378705,21001.298095730952,17011.051457542075,1200.0,10800.000000000002,1200.0,1.7195134205394424e-12
B1,2025-03-12,40820.89857084873,4973.609468842414,45794.50803969114,1465.9208953645182,2667.89649897852,21383.64740026143,17320.75439421176,1200.0,10800.000000000004,1200.0,1.6342482922482304e-13
B1,2025-03-13,39477.6653370642,22812.93324514929,62290.59858221349,6713.987654032894,536.3416417360501,21944.97539565204,17775.43007047815,1200.0,10800.0,1200.0,2.2737367544323206e-12
B1,2025-03-14,15095.68638148815,3625.489662064819,18721.176043552972,1269.7999820194743,11555.57867675517,15299.949372511799,12392.95899173456,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-03-15,15094.858435318307,6383.90438770661,21478.762823024917,2177.8881140476506,7758.954867968794,15122.86558389516,12249.521122955082,1200.0,10800.000000000004,1200.0,3.410605131648481e-13
B1,2025-03-16,39767.24549374373,9376.628829474157,49143.87432321789,2877.4945721769423,1473.7017009697033,21776.500551502555,17638.965446717073,1200.0,10800.000000000004,1200.0,2.504663143554353e-13
B1,2025-03-17,40607.551798436885,1782.6776255465643,42390.229423983445,528.6603833313283,6483.098514644017,19952.212793505427,16161.292362739405,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-03-18,38397.67881224255,10385.584862952743,48783.26367519529,2510.138137535627,1349.4418554535312,21677.77404219768,17558.996974180118,1200.0,10800.000000000002,1200.0,3.296918293926865e-12
B1,2025-03-19,38432.05058242901,6357.312885919565,44789.36346834858,1489.6775252220682,1987.4573753196644,21703.479475541677,17549.9835182948,1200.0,10800.0,1233.1498409932817,1.829647544582258e-13
B1,2025-03-20,38408.23018508864,10491.75416943442,48899.98435452306,3101.5272413951075,647.8460468077512,21610.97273863593,17534.722775189053,1200.0,10800.000000000002,1200.0,1.0089706847793423e-12
B1,2025-03-21,14781.294252527694,3019.53406003634,17800.828312564034,1113.5068493791293,15016.594110490838,14918.046180258321,12083.61740600924,1200.0,10800.0,1200.0,1.9326762412674725e-12
B1,2025-03-22,15045.097049380925,4939.951092693903,19985.04814207483,1692.1574291240076,12156.683856212514,14719.319757301504,11824.758445504272,1298.1691261181986,10800.000000000002,1308.767286566608,9.094947017729282e-13
B1,2025-03-23,37167.7401751693,9409.147482527944,46576.88765769725,2740.0036819090437,2121.5363284146715,21217.281482237442,17283.888558522274,1200.0,10800.000000000002,1200.0,1.5916157281026244e-12
B1,2025-03-24,37458.28317519053,6180.553972641377,43638.83714783191,1908.0784113213738,2146.1738068439477,21720.932397352743,17593.955241855718,1200.0,10800.0,1200.0,3.1885605267234496e-13
B1,2025-03-25,36424.804147977964,16057.807887127361,52482.612035105325,4844.6651205584385,754.6363762763043,21517.990339739623,17429.572175189092,1200.0,10800.000000000002,1200.0,1.4779288903810084e-12
B1,2025-03-26,36365.83536628807,4771.7933098089115,41137.62867609698,1373.782342374915,2616.76413440767,21333.333333333336,17280.000000000004,1200.0,10800.000000000004,1200.0,1.7053025658242404e-12
B1,2025-03-27,36129.31826063163,10770.746218558543,46900.06447919018,3246.922633807747,813.178402569858,21396.707530864194,17331.33310000001,1200.0,10800.000000000002,1200.0,1.4779288903810084e-12
B1,2025-03-28,14369.876721302428,1407.7914295118114,15777.66815081424,523.0467192544029,15260.391769957518,14662.87703708583,11876.93040003952,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-03-29,14021.437900230443,3027.040645122927,17048.47854535337,986.379961532297,18408.92824848185,14300.440362575944,11583.356693686515,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-03-30,35153.98394756705,6551.0414604710795,41705.025408038135,2255.9094737692985,1237.9054968064488,21520.16075028283,17431.330207729097,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-03-31,34892.948651412626,14338.799256992272,49231.7479084049,4557.377741814516,1755.2272481910902,20443.74992747494,16559.437441254704,1200.0,10800.000000000004,1200.0,2.3874235921539366e-12
B1,2025-04-01,35367.918002426115,16561.614401694278,51929.53240412039,5983.004311807861,748.3569772083237,20510.627149696924,16613.60799125451,1200.0,10800.000000000002,1200.0,3.410605131648481e-13
B1,2025-04-02,35315.97312062232,21257.1716042537,56573.14472487602,6810.511236232514,1203.2336265746364,21333.333333333325,17279.999999999996,1200.0,10800.000000000002,1200.0,1.2789769243681803e-13
B1,2025-04-03,35609.36239376915,8568.146615129184,44177.509008898334,2324.8952356000705,2330.0162283921645,21447.9812345679,17372.8648,1200.0,10800.000000000004,1200.0,1.1368683772161603e-13
B1,2025-04-04,13591.424715248093,1920.18659946525,15511.611314713344,768.3763482459675,18792.62468670503,14104.12396528433,11424.340411880306,1200.0,10800.0,1200.0,1.7053025658242404e-13
B1,2025-04-05,13697.46939908006,9547.716127905322,23245.18552698538,2968.363872392732,15591.956095031883,13826.025198873434,11199.080411087478,1200.0,10800.000000000002,1200.0,3.410605131648481e-13
B1,2025-04-06,34929.769711788394,4919.356013290995,39849.12572507939,1414.1621428607139,1660.4367528524313,20889.335771096063,16920.36197458781,1200.0,10800.0,1200.0,2.2737367544323206e-12
B1,2025-04-07,35074.57223493794,4430.341392844028,39504.91362778197,1536.5800642686643,3177.266544497283,19965.67755520074,16172.198819712597,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-04-08,35093.20645262154,7294.847684167527,42388.05413678907,2099.01789626391,2369.3136322181185,21333.8499382716,17280.418450000005,1200.0,10800.000000000004,1200.0,2.5011104298755527e-12
B1,2025-04-09,34561.438726999455,17739.75842612171,52301.19715312117,6158.902918098926,723.8745943163112,21607.63852085879,17502.187201895624,1200.0,10800.000000000002,1200.0,1.8189894035458565e-12
B1,2025-04-10,34361.36154149654,7264.074596862084,41625.43613835862,2182.1324039249,1162.534444528365,21323.123292195334,17271.72986667822,1200.0,10800.000000000002,1200.0,4.320099833421409e-12
B1,2025-04-11,13255.799239713397,1958.9458563287678,15214.745096042165,825.2025053104386,19559.36828002339,13701.077786476228,11097.873007045739,1200.0,10800.000000000002,1200.0,4.725109192804666e-13
B1,2025-04-12,13408.996367747473,3598.7832472500554,17007.77961499753,1198.7955061383593,16535.20785012383,13145.564062291873,10647.90689045642,1200.0,10800.0,1200.0,1.8758328224066645e-12
B1,2025-04-13,33334.17815148139,9216.206271263145,42550.38442274454,3260.51638369945,681.2859794659955,21157.144299827905,17137.286882860604,1200.0,10800.000000000004,1200.0,3.410605131648481e-12
B1,2025-04-14,33728.71013434253,4758.638684727275,38487.34881906981,1651.1505135328548,1884.0099030907006,20810.015108945205,16856.112238245616,1200.0,10800.000000000004,1200.0,1.8189894035458565e-12
B1,2025-04-15,33985.669905219605,6584.082974104339,40569.75287932395,1936.4251623011803,4817.293025484482,19651.279090395055,15917.53606322,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-04-16,33566.4779435059,11020.13074683214,44586.60869033804,4258.991621527821,728.7563798290865,20668.235205176516,16741.27051619297,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-04-17,33026.687642509285,7446.394363030809,40473.0820055401,2283.3543512872957,630.6579481961417,20408.61910978558,16530.98147892632,1200.0,10800.000000000004,1200.0,1.9326762412674725e-12
B1,2025-04-18,13045.556632507582,2200.236161627012,15245.792794134593,809.7662551082989,18340.103510327088,13197.10289360042,10677.498168402946,1213.505750459329,10800.0,1213.505750459329,1.1368683772161603e-12
B1,2025-04-19,12517.839523317441,2392.9826121366655,14910.822135454107,893.4644307550344,17074.786108529235,13007.517650347361,10548.244472194756,1200.0,10800.000000000004,1200.0,2.0463630789890885e-12
B1,2025-04-20,32607.37914962988,5038.9754673703,37646.35461700018,1852.5324568726228,585.7280519481543,20876.670688515533,16910.103257697578,1200.0,10800.000000000002,1200.0,6.821210263296962e-13
B1,2025-04-21,33219.81941831383,1913.0198413540254,35132.83925966786,724.8937180619428,4303.307100225259,19318.667530279905,15648.120699526726,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-04-22,32091.207937337385,9628.233989630142,41719.44192696753,3646.358676998525,870.7368481894166,19863.46833999186,16089.409355393409,1200.0,10800.0,1200.0,2.0605739337042905e-13
B1,2025-04-23,32580.264952487294,5546.886365525259,38127.151318012555,2015.5155473095047,1583.6012790332254,19522.615091454412,15777.794078287168,1239.4712731010072,10800.000000000002,1239.4712731010072,9.094947017729282e-13
B1,2025-04-24,31805.37998998675,3542.880813511435,35348.26080349819,1159.7573497006215,3597.566354715379,19152.177554749338,15548.787965137872,1200.0,10800.000000000002,1200.0,1.1368683772161603e-13
B1,2025-04-25,11993.859819923644,1562.7826068532543,13556.642426776898,599.4024309325378,20997.375343404183,12708.458821104114,10293.851645094333,1200.0,10800.0,1200.0,2.5011104298755527e-12
B1,2025-04-26,11796.791579981955,9260.44093684266,21057.232516824617,2742.633621558538,24871.403669873307,12452.030238642326,10086.144493300284,1200.0,10642.567437716689,1200.0,2.2737367544323206e-13
B1,2025-04-27,29973.062613563434,13613.51531730585,43586.57793086928,3318.076805111698,1336.0881463150506,19013.290263224502,15400.765113211848,1200.0,10800.000000000004,1200.0,2.2737367544323206e-13
B1,2025-04-28,31360.932656600176,27098.406755809374,58459.33941240955,9177.632043688785,891.869433051138,19402.733956511875,15716.214504774618,1200.0,10800.0,1200.0,5.684341886080801e-13
B1,2025-04-29,31991.623528850017,5785.195859266529,37776.81938811655,1392.9428200787793,4252.397116988995,17898.378095570082,14497.686257411766,1200.0,10800.0,1200.0,7.958078640513122e-13
B1,2025-04-30,31287.095288231743,6768.849750802533,38055.945039034275,2669.5363591038,3135.2813487289272,18349.74437218548,14863.292941470241,1200.0,10800.000000000002,1200.0,7.958078640513122e-13
B1,2025-05-01,30122.401996065328,25383.778142817326,55506.18013888266,5737.724845669212,961.6344695366286,18385.820350852675,14892.514484190666,1200.0,10800.0,1200.0,1.8189894035458565e-12
B1,2025-05-02,11932.42631878522,29650.500446948667,41582.926765733886,7462.025849605893,15319.582177823528,12323.899653797313,9982.358719575823,1200.0,10625.149022756075,1200.0,2.2737367544323206e-13
B1,2025-05-03,11934.089190101286,19835.24519445713,31769.334384558413,4757.279258594544,18170.06999267024,12259.926950077741,9930.540829562971,1200.0,10535.53607082798,1200.0,2.2737367544323206e-13
B1,2025-05-04,31180.281575200745,18449.62159817959,49629.903173380335,4870.0712199648815,1706.3053082349543,17847.17467283159,14456.211484993579,1200.0,10800.000000000004,1200.0,2.2737367544323206e-13
B1,2025-05-05,32104.29527999669,21409.610654290165,53513.90593428686,6005.09063940076,849.3433057097236,20834.72101736175,16876.124024063018,1200.0,10800.0,1200.0,2.9558577807620168e-12
B1,2025-05-06,31702.86538332248,18774.38504594582,50477.2504292683,5000.520467046202,1255.3961148067658,20181.452846727243,16346.976805849068,1200.0,10800.000000000005,1200.0,1.5916157281026244e-12
B1,2025-05-07,32057.506858428434,22582.958976438353,54640.46583486679,5708.83688734676,659.9504699177158,20001.441354701034,16201.167497307835,1200.0,10800.000000000004,1200.0,9.094947017729282e-13
B1,2025-05-08,34855.965450789656,13729.201937496022,48585.16738828568,4670.701971916635,1724.4557843948562,19558.74846594009,15842.586257411476,1200.0,10800.0,1200.0,2.1316282072803006e-13
B1,2025-05-09,14585.798860832097,2116.369101462688,16702.167962294785,694.1129610253325,17650.069683874022,12868.694202649143,10423.642304145806,1200.0,10800.000000000002,1200.0,1.3642420526593924e-12
B1,2025-05-10,14400.497810745039,8596.943211597969,22997.44102234301,2640.303562793165,15577.790801903804,12684.777239877332,10274.669564300639,1200.0,10800.000000000002,1200.0,3.979039320256561e-13
B1,2025-05-11,34723.517840291795,11000.414133643226,45723.931973935025,3632.912814292977,1489.4816355784249,19101.853574335357,15472.501395211642,1200.0,10800.000000000005,1200.0,2.2737367544323206e-13
B1,2025-05-12,35547.008827860926,3532.1185058542565,39079.12733371518,1062.3808327809857,4594.481826725706,17041.235541043043,13803.40078824487,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-05-13,35504.110727815685,2627.7488190564986,38131.85954687218,779.5182067257745,2600.7609955336006,19096.698511693037,15468.325794471366,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-05-14,35743.17367828731,2328.093878772934,38071.267557060244,764.6934647626268,2932.8765689390716,18772.42816813847,15089.312716926148,1329.2823325177906,10800.0,1329.2823325177906,2.2737367544323206e-13
B1,2025-05-15,34617.347772686466,5705.704336782858,40323.052109469325,1537.6379310794152,1986.023843829436,18943.26054009735,15266.948886199074,1414.9402783842124,10800.0,1414.9402783842124,2.2737367544323206e-13
B1,2025-05-16,13730.948842185799,1645.9651361910283,15376.913978376828,723.6184980935344,22254.130864970284,11860.013697184624,9800.057345265335,1200.0,10800.000000000002,1200.0,4.661160346586257e-12
B1,2025-05-17,13734.945887093654,11591.028115078352,25325.974002172006,3366.3973557436757,17264.12189853739,12056.541496001326,9765.798611761076,1200.0,10800.000000000002,1200.0,2.6716406864579767e-12
B1,2025-05-18,34238.41397999994,6889.031981609521,41127.445961609454,3003.098981578831,1481.26580618826,19238.861614088433,15555.010276378614,1231.6307011477923,10800.0,1231.6307011477925,3.410605131648481e-13
B1,2025-05-19,34116.254434396986,3013.1272080459094,37129.381642442895,704.5026733777632,5886.68527896432,18012.00792592117,14618.194051029162,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-05-20,33734.27104059726,12394.598386187392,46128.86942678466,4052.166428203387,1255.2152720053339,18383.301655240833,14890.47434074508,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-05-21,34124.10486963786,5527.923192454019,39652.02806209187,1645.86525873549,3045.6656363330862,17398.769659355472,14093.00342407793,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-05-22,32530.900768086914,7546.435462185905,40077.33623027282,2211.0764634248503,1360.89369186792,18075.52752033471,14641.177291471118,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-05-23,13517.407299583816,6767.006536360535,20284.413835944353,2003.2280369370367,19586.21954688777,12016.691808561063,9733.52036493446,1200.0,10800.0,1200.0,5.684341886080801e-13
B1,2025-05-24,13794.002316319018,1578.5646846476764,15372.567000966694,618.6979524871612,21142.271144658775,12016.149623784184,9662.792599252392,1200.0,10800.000000000002,1278.0984400142172,1.1937117960769683e-12
B1,2025-05-25,32640.83899471868,4450.172982045965,37091.01197676465,1043.1868742296376,2984.250013420527,17380.988056033224,14148.888921399706,1200.0,10800.0,1200.0,1.1368683772161603e-13
B1,2025-05-26,33231.15279079872,13809.353389139998,47040.50617993872,5504.250906808975,1324.2490065481916,19130.490318687756,15477.693404285372,1220.0041709463464,10800.0,1220.0041709463464,2.2737367544323206e-13
B1,2025-05-27,33918.718241774775,1502.6890489900686,35421.407290764844,550.0268270253116,3196.8207084978467,17622.220011769565,14292.001963385059,1200.0,10800.0,1200.0,1.1368683772161603e-13
B1,2025-05-28,33031.37014830335,13051.378919810648,46082.749068114,5230.888227955106,3194.81578163189,18886.685748640306,15298.215456398648,1200.0,10800.000000000002,1200.0,2.7355895326763857e-13
B1,2025-05-29,32444.100378825904,16188.599535330599,48632.6999141565,5576.068354609212,1101.8175374489615,19580.68223137255,15860.352607411767,1200.0,10800.0,1200.0,1.1368683772161603e-13
B1,2025-05-30,13355.863512559641,8491.315958607427,21847.179471167066,2278.451294362547,19428.612781776403,12203.202787626527,9813.14714497441,1200.0,10800.000000000002,1279.38568111453,2.1032064978498966e-12
B1,2025-05-31,13225.236371492841,10177.70641198757,23402.942783480412,3039.4071501230155,18387.839395545452,11942.432958183956,9744.81780913208,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-06-01,33331.01330744294,67238.5638676829,100569.57717512583,20464.271428586602,2.4990056311420146,22191.45216161655,17975.07625090941,1200.0,10800.000000000004,1200.0,2.5011104298755527e-12
B1,2025-06-02,34563.755928454615,56093.94598894611,90657.70191740071,15961.207542697988,51.93718232041459,22646.655029017715,18343.790573504353,1200.0,10800.0,1200.0,3.410605131648481e-13
B1,2025-06-03,35384.5352318045,48033.745539179385,83418.28077098388,13813.140337559358,78.19130974056439,22011.603625239615,17829.398936444082,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-06-04,36427.32770392566,44509.66500466225,80936.9927085879,13132.420323834529,25.540885610611326,21493.707211425008,17409.902841254258,1200.0,10800.000000000004,1200.0,2.0463630789890885e-12
B1,2025-06-05,37615.69980521369,44191.43508782395,81807.13489303764,13354.611306687202,27.432430297331166,22681.204362139913,18371.775533333333,1200.0,10800.0,1200.0,1.1368683772161603e-13
B1,2025-06-06,14407.836467773124,48593.385195282695,63001.22166305582,13128.685825872406,7415.373546348617,12676.927223404276,10268.311050957467,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-06-07,15180.076242945783,33269.97689139589,48450.05313434167,9168.887045304322,4262.556637280372,12781.782229093022,10353.243605565349,1200.0,10800.000000000002,1200.0,3.979039320256561e-13
B1,2025-06-08,47794.01599592068,1690.4291181993872,49484.44511412007,485.8894158373735,8778.531314490034,18266.89316883746,14623.452304891425,1391.923513185465,10800.000000000004,1391.923513185465,2.7355895326763857e-13
B1,2025-06-09,47871.026679637325,5856.7051425073405,53727.73182214467,1576.2225744343216,4012.9947024883336,21180.513284875557,17239.276475955117,1299.6338296233364,10800.0,1299.6338296233364,2.2737367544323206e-13
B1,2025-06-10,48308.16243715312,2355.582448340884,50663.744885494,824.3486978994641,2743.3516409735275,22204.125220090904,17893.28085237521,1401.9233583993635,10800.0,1401.923358399364,2.2737367544323206e-13
B1,2025-06-11,48171.720855558146,19556.815008929418,67728.53586448757,4613.8602782056905,2156.426901214636,23387.26846665617,18913.59813462653,1200.0,10800.0,1435.355939915998,2.2737367544323206e-13
B1,2025-06-12,48646.474614991625,4975.259819816522,53621.734434808146,1419.0162355782304,2828.0551377949328,22379.437919527696,17989.97723607801,1587.986471848687,10800.0,1587.986471848687,2.2737367544323206e-13
B1,2025-06-13,20828.140881635158,1817.3756885593957,22645.516570194555,672.5778553904295,5452.125025187882,12666.837550561593,10301.471448746875,1200.0,10800.000000000004,1542.0608798575936,2.3874235921539366e-12
B1,2025-06-14,20707.995612822084,2676.8581206963077,23384.85373351839,1193.8158925147256,8283.583375366565,12436.76294797042,10225.305981221014,1373.6964427854032,10800.000000000002,1373.6964427854032,2.7284841053187847e-12
B1,2025-06-15,48850.36806204383,1913.6182261192907,50763.98628816312,560.5601567613892,4058.843110180721,21702.450785945402,17378.236724325296,1596.7502342192765,10800.0,1596.7502342192768,2.2737367544323206e-13
B1,2025-06-16,49568.42586422167,3994.350802927393,53562.77666714906,1224.6536456760964,3789.0302532258693,21952.218211874606,17810.08059296172,1564.7681882822858,10800.0,1564.7681882822858,2.948752353404416e-13
B1,2025-06-17,48607.99196630544,9710.218148189324,58318.21011449477,2376.3892096689183,2193.5153570577104,21758.32664541518,17848.541220254272,1315.5497022067525,10800.0,1315.549702206753,2.2737367544323206e-13
B1,2025-06-18,48714.3859525482,3307.0694120095964,52021.45536455779,939.8774226903416,4532.603086916177,20633.738484139503,16532.90089288027,1516.0244569542322,10800.0,1516.0244569542322,2.2737367544323206e-13
B1,2025-06-19,47818.165333760175,3279.946457249518,51098.11179100969,908.6653888406826,6013.812055469474,20996.23604864245,17291.3732106592,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-06-20,20104.045448908695,751.9823930949127,20856.02784200361,266.1216501624457,9443.453579758321,12501.221540314702,9655.880868614235,1430.4344252940825,10800.0,1722.342865600751,4.547473508864641e-13
B1,2025-06-21,19628.278849138143,976.1405556046661,20604.41940474281,442.60885413119115,12792.560345526435,12183.971666753827,9904.85773965276,1240.701625243386,10800.000000000002,1682.5198771761313,2.6147972675971687e-12
B1,2025-06-22,45506.242877369,6017.592382995392,51523.83526036439,1758.183879820382,4457.854181627269,20393.34841758737,16952.88010770429,1200.0,10800.0,1200.0,2.2737367544323206e-13
