date,policy,initial_soc_kwh,terminal_soc_kwh,expected_scenario_emergency_cost_yuan,scenario_cvar_yuan,max_planning_residual
2025-04-28,B3,1200.0,1237.4117307878837,796.0150137048445,,9.094947017729282e-12
2025-04-28,B4,1200.0,1226.3766213631102,576.9981622587509,6040.297935264,1.8189894035458565e-12
2025-04-29,B1,1200.0,1200.0,,,0.0
2025-04-29,B3,1237.4117307878837,1229.4408615021282,857.801355611235,,8.742517820792273e-11
2025-04-29,B4,1226.3766213631102,1220.298630655015,441.2248263770817,3674.9324445177876,3.637978807091713e-12
2025-04-30,B1,1200.0,1200.0,,,0.0
2025-04-30,B3,1229.4408615021282,1200.0,1191.5857493212995,,3.9108272176235914e-11
2025-04-30,B4,1220.298630655015,1200.0,574.056764235873,5040.688178908338,1.8189894035458565e-12
2025-05-01,B1,1200.0,1200.0,,,0.0
2025-05-01,B3,1200.0,1200.0,1236.5697075704534,,1.5006662579253316e-11
2025-05-01,B4,1200.0,1200.0,493.45009575637795,7329.996197471248,1.8189894035458565e-12
2025-05-02,B1,1200.0,1200.0,,,0.0
2025-05-02,B3,1200.0,1200.0,220.0260704501242,,1.8189894035458565e-12
2025-05-02,B4,1200.0,1200.0,190.48700938650464,861.188734679123,1.8189894035458565e-12
2025-05-03,B1,1200.0,1200.0,,,0.0
2025-05-03,B3,1200.0,1200.0,1147.627016695948,,1.8189894035458565e-12
2025-05-03,B4,1200.0,1200.0,1062.2287339458642,20560.50817184243,1.8189894035458565e-12
2025-05-04,B1,1200.0,1200.0,,,0.0
2025-05-04,B3,1200.0,1200.0,1316.7038505427777,,1.2505552149377763e-11
2025-05-04,B4,1200.0,1200.0,601.3351604994491,7296.971720027725,1.8189894035458565e-12
2025-05-05,B1,1200.0,1200.0,,,0.0
2025-05-05,B3,1200.0,1200.0,2039.0055009979249,,1.0686562745831907e-11
2025-05-05,B4,1200.0,1200.0,1809.3559865256873,12479.438347218704,3.865352482534945e-12
2025-05-06,B1,1200.0,1200.0,,,0.0
2025-05-06,B3,1200.0,1200.0,2813.8770819875317,,4.320099833421409e-12
2025-05-06,B4,1200.0,1200.0,2189.903632489959,23718.6174429133,3.637978807091713e-12
2025-05-07,B1,1200.0,1200.0,,,0.0
2025-05-07,B3,1200.0,1200.0,2370.1971322919926,,7.958078640513122e-12
2025-05-07,B4,1200.0,1200.0,1682.542479721148,20667.077117272507,1.8189894035458565e-12
2025-05-08,B1,1200.0,1200.0,,,0.0
2025-05-08,B3,1200.0,1200.0,2027.1630987716903,,7.844391802791506e-12
2025-05-08,B4,1200.0,1200.0,1704.1324215752115,19814.085160409493,1.8189894035458565e-12
2025-05-09,B1,1200.0,1200.0,,,0.0
2025-05-09,B3,1200.0,1245.470703322684,1139.056864135398,,1.8189894035458565e-12
2025-05-09,B4,1200.0,1253.4361337534785,332.60058015577414,2456.3116004497188,1.8189894035458565e-12
2025-05-10,B1,1200.0,1200.0,,,0.0
2025-05-10,B3,1245.470703322684,1209.6562202978532,2541.1623945732495,,3.410605131648481e-12
2025-05-10,B4,1253.4361337534785,1231.8595497416377,1005.8806446814532,10099.616479067783,1.8189894035458565e-12
2025-05-11,B1,1200.0,1200.0,,,0.0
2025-05-11,B3,1209.6562202978532,1200.0,1200.8056501358797,,1.7280399333685637e-11
2025-05-11,B4,1231.8595497416377,1200.0,1002.17286145579,13117.778262722222,1.8189894035458565e-12
2025-05-12,B1,1200.0,1200.0,,,0.0
2025-05-12,B3,1200.0,1245.470703322684,1446.230907131034,,3.637978807091713e-12
2025-05-12,B4,1200.0,1245.470703322684,1031.1714040202191,8906.202721421967,1.8189894035458565e-12
2025-05-13,B1,1200.0,1200.0,,,0.0
2025-05-13,B3,1245.470703322684,1304.6911789535116,1537.2124154312087,,5.2295945351943374e-11
2025-05-13,B4,1245.470703322684,1236.3184248774437,964.39727060598,5784.247475291289,1.8189894035458565e-12
2025-05-14,B1,1200.0,1329.2823325177906,,,0.0
2025-05-14,B3,1304.6911789535116,1214.8957920577661,2612.1254785203014,,8.981260180007666e-12
2025-05-14,B4,1236.3184248774437,1316.7961251352838,1687.4747830387307,19924.287178259685,1.8189894035458565e-12
2025-05-15,B1,1329.2823325177906,1414.9402783842124,,,0.0
2025-05-15,B3,1214.8957920577661,1604.439548098693,2518.711575881097,,6.821210263296962e-12
2025-05-15,B4,1316.7961251352838,1608.1075872460387,1680.1740710172019,20829.631148966004,1.8189894035458565e-12
2025-05-16,B1,1414.9402783842124,1200.0,,,0.0
2025-05-16,B3,1604.439548098693,1200.0,1196.7066736941347,,1.8189894035458565e-12
2025-05-16,B4,1608.1075872460387,1200.0,267.4804266851313,2124.5785725356486,1.8189894035458565e-12
2025-05-17,B1,1200.0,1200.0,,,0.0
2025-05-17,B3,1200.0,1200.0,2584.3386817660003,,1.8189894035458565e-12
2025-05-17,B4,1200.0,1200.0,1125.1917453916903,9459.416012591613,1.8189894035458565e-12
2025-05-18,B1,1200.0,1231.6307011477925,,,0.0
2025-05-18,B3,1200.0,1264.0310381669553,2659.7219726846015,,1.0174971976084635e-11
2025-05-18,B4,1200.0,1228.735894477659,1716.0743704680642,24128.839086606615,1.8189894035458565e-12
2025-05-19,B1,1231.6307011477925,1200.0,,,0.0
2025-05-19,B3,1264.0310381669553,1200.0,1821.6703282868411,,8.412825991399586e-12
2025-05-19,B4,1228.735894477659,1200.0,1544.4289997106755,11829.991076956254,1.8189894035458565e-12
2025-05-20,B1,1200.0,1200.0,,,0.0
2025-05-20,B3,1200.0,1200.0,1740.7818722707898,,7.275957614183426e-12
2025-05-20,B4,1200.0,1200.0,1154.2294011656081,8854.036562953022,1.8189894035458565e-12
2025-05-21,B1,1200.0,1200.0,,,0.0
2025-05-21,B3,1200.0,1201.5704522241251,2663.596469046681,,1.375610736431554e-11
2025-05-21,B4,1200.0,1201.5704522241251,1218.3208450934465,7684.234082963011,1.8189894035458565e-12
2025-05-22,B1,1200.0,1200.0,,,0.0
2025-05-22,B3,1201.5704522241251,1227.4684263504364,2170.63614263608,,2.05773176276125e-11
2025-05-22,B4,1201.5704522241251,1227.4684263504364,1884.8313953598788,23211.11967438689,1.8189894035458565e-12
2025-05-23,B1,1200.0,1200.0,,,0.0
2025-05-23,B3,1227.4684263504364,1246.6751605589823,181.19804271282064,,1.8189894035458565e-12
2025-05-23,B4,1227.4684263504364,1257.74491409196,86.1227184779538,450.349298815376,3.410605131648481e-12
2025-05-24,B1,1200.0,1278.0984400142172,,,0.0
2025-05-24,B3,1246.6751605589823,1412.4888453080252,1909.5652181461564,,1.8189894035458565e-12
