date,slot,policy,grid_plan_kwh
2025-02-01,100,B1,449.4211824874275
2025-02-01,101,B1,434.552931486923
2025-02-01,102,B1,404.47753286474557
2025-02-01,103,B1,441.6666471477501
2025-02-01,104,B1,458.3186754333462
2025-02-01,105,B1,446.1299427821359
2025-02-01,106,B1,452.02372803194345
2025-02-01,107,B1,140.51369729304662
2025-02-01,108,B1,0.0
2025-02-01,109,B1,0.0
2025-02-01,110,B1,0.0
2025-02-01,111,B1,0.0
2025-02-01,112,B1,0.0
2025-02-01,113,B1,0.0
2025-02-01,114,B1,0.0
2025-02-01,115,B1,0.0
2025-02-01,116,B1,0.0
2025-02-01,117,B1,0.0
2025-02-01,118,B1,0.0
2025-02-01,119,B1,0.0
2025-02-01,120,B1,0.0
2025-02-01,121,B1,0.0
2025-02-01,122,B1,0.0
2025-02-01,123,B1,0.0
2025-02-01,124,B1,0.0
2025-02-01,125,B1,0.0
2025-02-01,126,B1,510.3104419983401
2025-02-01,127,B1,496.8895900924404
2025-02-01,128,B1,465.02158214506426
2025-02-01,129,B1,454.7639372697885
2025-02-01,130,B1,476.81266424453105
2025-02-01,131,B1,465.0692096587486
2025-02-01,132,B1,415.59633310099815
2025-02-01,133,B1,392.82514037891673
2025-02-01,134,B1,408.4991708729579
2025-02-01,135,B1,434.61934864441884
2025-02-01,136,B1,430.6856466711399
2025-02-01,137,B1,408.73450414366744
2025-02-01,138,B1,390.32195535825275
2025-02-01,139,B1,389.27677682409626
2025-02-01,140,B1,403.6802658309311
2025-02-01,141,B1,418.0559722806538
2025-02-01,142,B1,424.500192405553
2025-02-01,143,B1,479.95395548795386
2025-02-01,144,B1,564.3779969160782
2025-02-01,1,B3,1299.2157768751194
2025-02-01,2,B3,1294.4526302140332
2025-02-01,3,B3,1305.4497693953704
2025-02-01,4,B3,1303.5073055522084
2025-02-01,5,B3,1311.631546236001
2025-02-01,6,B3,1175.953324988102
2025-02-01,7,B3,540.6954402712812
2025-02-01,8,B3,538.1474139831621
2025-02-01,9,B3,1300.7912474960024
2025-02-01,10,B3,561.0225657733171
2025-02-01,11,B3,557.6313391715686
2025-02-01,12,B3,507.90941874755345
2025-02-01,13,B3,566.091095679582
2025-02-01,14,B3,567.9957158278211
2025-02-01,15,B3,522.0225796157372
2025-02-01,16,B3,529.4833975526042
2025-02-01,17,B3,567.4111491802449
2025-02-01,18,B3,562.4802162190385
2025-02-01,19,B3,552.4697429053758
2025-02-01,20,B3,558.0187122777488
2025-02-01,21,B3,562.0268176725314
2025-02-01,22,B3,537.8966178901022
2025-02-01,23,B3,527.0764731939674
2025-02-01,24,B3,545.7669821110752
2025-02-01,25,B3,556.7002743518689
2025-02-01,26,B3,554.9911920265855
2025-02-01,27,B3,562.9498875032801
2025-02-01,28,B3,575.721565760048
2025-02-01,29,B3,576.0435758982945
2025-02-01,30,B3,582.074078534106
2025-02-01,31,B3,561.9001302586772
2025-02-01,32,B3,560.7163165730055
2025-02-01,33,B3,622.6004218488932
2025-02-01,34,B3,1391.5989082521278
2025-02-01,35,B3,578.7384849098332
2025-02-01,36,B3,0.0
2025-02-01,37,B3,0.0
2025-02-01,38,B3,0.0
2025-02-01,39,B3,0.0
2025-02-01,40,B3,0.0
2025-02-01,41,B3,0.0
2025-02-01,42,B3,0.0
2025-02-01,43,B3,0.0
2025-02-01,44,B3,42.24853796087291
2025-02-01,45,B3,551.5260910777565
2025-02-01,46,B3,484.2716512175068
2025-02-01,47,B3,0.0
2025-02-01,48,B3,0.0
2025-02-01,49,B3,0.0
2025-02-01,50,B3,0.0
2025-02-01,51,B3,0.0
2025-02-01,52,B3,0.0
2025-02-01,53,B3,0.0
2025-02-01,54,B3,0.0
2025-02-01,55,B3,0.0
2025-02-01,56,B3,0.0
2025-02-01,57,B3,0.0
2025-02-01,58,B3,0.0
2025-02-01,59,B3,0.0
2025-02-01,60,B3,0.0
2025-02-01,61,B3,0.0
2025-02-01,62,B3,0.0
2025-02-01,63,B3,0.0
2025-02-01,64,B3,0.0
2025-02-01,65,B3,0.0
2025-02-01,66,B3,0.0
2025-02-01,67,B3,474.89486360646026
2025-02-01,68,B3,0.0
2025-02-01,69,B3,363.3166492604902
2025-02-01,70,B3,491.9644180643986
2025-02-01,71,B3,519.1378286434172
2025-02-01,72,B3,429.43723489743945
2025-02-01,73,B3,476.9058608723411
2025-02-01,74,B3,503.7295379389509
2025-02-01,75,B3,481.85112604802555
2025-02-01,76,B3,507.6206175919633
2025-02-01,77,B3,0.0
2025-02-01,78,B3,0.0
2025-02-01,79,B3,0.0
2025-02-01,80,B3,0.0
2025-02-01,81,B3,0.0
2025-02-01,82,B3,0.0
2025-02-01,83,B3,0.0
2025-02-01,84,B3,0.0
2025-02-01,85,B3,0.0
2025-02-01,86,B3,0.0
2025-02-01,87,B3,0.0
2025-02-01,88,B3,0.0
2025-02-01,89,B3,0.0
2025-02-01,90,B3,60.03874263892703
2025-02-01,91,B3,133.4352167311216
2025-02-01,92,B3,191.9555838675533
2025-02-01,93,B3,198.2922683519423
2025-02-01,94,B3,233.2794662479817
2025-02-01,95,B3,297.0537743988969
2025-02-01,96,B3,321.38391235059277
2025-02-01,97,B3,383.1612165344482
2025-02-01,98,B3,460.25874188643274
2025-02-01,99,B3,520.8916235768947
2025-02-01,100,B3,545.8957105885383
2025-02-01,101,B3,531.8482076773992
2025-02-01,102,B3,549.2906171902406
2025-02-01,103,B3,592.7130233382262
2025-02-01,104,B3,612.3847801952508
2025-02-01,105,B3,607.4894665916595
2025-02-01,106,B3,627.4157304128958
2025-02-01,107,B3,587.7639231733037
2025-02-01,108,B3,477.7711094840854
2025-02-01,109,B3,0.0
2025-02-01,110,B3,35.54993589081198
2025-02-01,111,B3,0.0
2025-02-01,112,B3,0.0
2025-02-01,113,B3,0.0
2025-02-01,114,B3,0.0
2025-02-01,115,B3,0.0
2025-02-01,116,B3,0.0
2025-02-01,117,B3,0.0
2025-02-01,118,B3,0.0
2025-02-01,119,B3,0.0
2025-02-01,120,B3,0.0
2025-02-01,121,B3,0.0
2025-02-01,122,B3,0.0
2025-02-01,123,B3,0.0
2025-02-01,124,B3,0.0
2025-02-01,125,B3,519.7276406496077
2025-02-01,126,B3,585.005203903102
2025-02-01,127,B3,563.3159929437043
2025-02-01,128,B3,532.8438226212548
2025-02-01,129,B3,524.4979848888362
2025-02-01,130,B3,520.9555118635786
2025-02-01,131,B3,500.75559775398665
2025-02-01,132,B3,451.08133310099805
2025-02-01,133,B3,465.14394037891674
2025-02-01,134,B3,423.8404780158151
2025-02-01,135,B3,462.5212534063237
2025-02-01,136,B3,473.63886333780664
2025-02-01,137,B3,488.1103231912864
2025-02-01,138,B3,460.8071934534908
2025-02-01,139,B3,417.44525533673595
2025-02-01,140,B3,413.53122297378815
2025-02-01,141,B3,468.7838294235109
2025-02-01,142,B3,484.03486621507676
2025-02-01,143,B3,476.63909358319194
2025-02-01,144,B3,453.4001397732211
2025-02-01,1,B4,1299.2157768751194
2025-02-01,2,B4,1294.4526302140332
2025-02-01,3,B4,1305.4497693953704
2025-02-01,4,B4,1303.5073055522084
2025-02-01,5,B4,1311.631546236001
2025-02-01,6,B4,937.3424490833359
2025-02-01,7,B4,552.3546640808052
2025-02-01,8,B4,546.8123877926861
2025-02-01,9,B4,1300.7912474960024
2025-02-01,10,B4,563.3251062495076
2025-02-01,11,B4,560.2429629810924
2025-02-01,12,B4,564.8660854142202
2025-02-01,13,B4,566.091095679582
2025-02-01,14,B4,579.0913015421066
2025-02-01,15,B4,564.8344843776421
2025-02-01,16,B4,529.4833975526042
2025-02-01,17,B4,567.4111491802449
2025-02-01,18,B4,591.1418828857054
2025-02-01,19,B4,580.8031548101377
2025-02-01,20,B4,559.6443813253678
2025-02-01,21,B4,576.6768176725316
2025-02-01,22,B4,581.959910747245
2025-02-01,23,B4,593.9240208130151
2025-02-01,24,B4,609.6572202063132
2025-02-01,25,B4,584.9199716852047
2025-02-01,26,B4,583.0128944075378
2025-02-01,27,B4,577.9667922651848
2025-02-01,28,B4,607.643546712429
2025-02-01,29,B4,613.5472563647841
2025-02-01,30,B4,599.4412213912487
2025-02-01,31,B4,591.5961778777247
2025-02-01,32,B4,564.8838520015826
2025-02-01,33,B4,630.5901837536549
2025-02-01,34,B4,1391.5989082521278
2025-02-01,35,B4,593.4780396717381
2025-02-01,36,B4,0.0
2025-02-01,37,B4,0.0
2025-02-01,38,B4,0.0
2025-02-01,39,B4,0.0
2025-02-01,40,B4,0.0
2025-02-01,41,B4,0.0
2025-02-01,42,B4,0.0
2025-02-01,43,B4,0.0
2025-02-01,44,B4,165.0078379547598
2025-02-01,45,B4,581.1892458396609
2025-02-01,46,B4,548.120532169888
2025-02-01,47,B4,0.0
2025-02-01,48,B4,0.0
2025-02-01,49,B4,0.0
2025-02-01,50,B4,0.0
2025-02-01,51,B4,0.0
2025-02-01,52,B4,0.0
2025-02-01,53,B4,0.0
2025-02-01,54,B4,0.0
2025-02-01,55,B4,0.0
2025-02-01,56,B4,0.0
2025-02-01,57,B4,0.0
2025-02-01,58,B4,0.0
2025-02-01,59,B4,0.0
2025-02-01,60,B4,0.0
2025-02-01,61,B4,0.0
2025-02-01,62,B4,0.0
2025-02-01,63,B4,0.0
2025-02-01,64,B4,0.0
2025-02-01,65,B4,0.0
2025-02-01,66,B4,0.0
2025-02-01,67,B4,561.0883221460859
2025-02-01,68,B4,45.225541664134084
2025-02-01,69,B4,465.6751409296903
2025-02-01,70,B4,491.9644180643986
2025-02-01,71,B4,541.4783405481788
2025-02-01,72,B4,429.43723489743945
2025-02-01,73,B4,489.46289658662704
2025-02-01,74,B4,510.1683387385357
2025-02-01,75,B4,481.85112604802555
2025-02-01,76,B4,520.9951009252966
2025-02-01,77,B4,0.0
2025-02-01,78,B4,0.0
2025-02-01,79,B4,0.0
2025-02-01,80,B4,0.0
2025-02-01,81,B4,0.0
2025-02-01,82,B4,0.0
2025-02-01,83,B4,0.0
2025-02-01,84,B4,0.0
2025-02-01,85,B4,0.0
2025-02-01,86,B4,0.0
2025-02-01,87,B4,0.0
2025-02-01,88,B4,0.0
2025-02-01,89,B4,0.0
2025-02-01,90,B4,60.03874263892703
2025-02-01,91,B4,180.7065024454074
2025-02-01,92,B4,191.9555838675533
2025-02-01,93,B4,216.41125644718068
2025-02-01,94,B4,248.35845160543292
2025-02-01,95,B4,310.54964533185796
2025-02-01,96,B4,321.38391235059277
2025-02-01,97,B4,386.4216927249242
2025-02-01,98,B4,463.21175141024196
2025-02-01,99,B4,520.8916235768947
2025-02-01,100,B4,530.9268872493319
2025-02-01,101,B4,531.8482076773992
2025-02-01,102,B4,562.4143185790311
2025-02-01,103,B4,592.7130233382262
2025-02-01,104,B4,610.0701376026595
2025-02-01,105,B4,607.4894665916595
2025-02-01,106,B4,627.4157304128958
2025-02-01,107,B4,587.7639231733037
2025-02-01,108,B4,506.7237285317044
2025-02-01,109,B4,0.0
2025-02-01,110,B4,119.99571069769257
2025-02-01,111,B4,0.0
2025-02-01,112,B4,0.0
2025-02-01,113,B4,0.0
2025-02-01,114,B4,0.0
2025-02-01,115,B4,0.0
2025-02-01,116,B4,0.0
2025-02-01,117,B4,0.0
2025-02-01,118,B4,0.0
2025-02-01,119,B4,0.0
2025-02-01,120,B4,0.0
2025-02-01,121,B4,0.0
2025-02-01,122,B4,0.0
2025-02-01,123,B4,0.0
2025-02-01,124,B4,0.0
2025-02-01,125,B4,519.7276406496077
2025-02-01,126,B4,596.508061045959
2025-02-01,127,B4,602.8490019972023
2025-02-01,128,B4,532.8438226212548
2025-02-01,129,B4,524.4979848888362
2025-02-01,130,B4,488.93377453024516
2025-02-01,131,B4,526.2399453730343
2025-02-01,132,B4,451.08133310099805
2025-02-01,133,B4,465.14394037891674
2025-02-01,134,B4,424.9723329834813
2025-02-01,135,B4,462.5212534063237
2025-02-01,136,B4,473.63886333780664
2025-02-01,137,B4,488.1103231912864
2025-02-01,138,B4,460.8071934534908
2025-02-01,139,B4,422.77307206219143
2025-02-01,140,B4,422.57357159224773
2025-02-01,141,B4,468.7838294235109
2025-02-01,142,B4,484.03486621507676
2025-02-01,143,B4,476.63909358319194
2025-02-01,144,B4,453.4001397732211
2025-02-02,1,B1,1427.401637959071
2025-02-02,2,B1,1427.872567397158
2025-02-02,3,B1,1423.7328220862203
2025-02-02,4,B1,1413.0443463741647
2025-02-02,5,B1,1425.0116337717586
2025-02-02,6,B1,1453.389097085915
2025-02-02,7,B1,1076.1757150982137
2025-02-02,8,B1,1461.6146705303554
2025-02-02,9,B1,1458.199235713274
2025-02-02,10,B1,607.0376354137906
2025-02-02,11,B1,599.384676303541
2025-02-02,12,B1,1452.8538574984973
2025-02-02,13,B1,1493.3468469825102
2025-02-02,14,B1,679.0711810835361
2025-02-02,15,B1,667.1293450516323
2025-02-02,16,B1,648.7024591420895
2025-02-02,17,B1,623.109611279539
2025-02-02,18,B1,607.052520945774
2025-02-02,19,B1,629.8276525337195
2025-02-02,20,B1,674.124841036898
2025-02-02,21,B1,699.9643625840653
2025-02-02,22,B1,678.9194199181718
2025-02-02,23,B1,669.0460364531292
2025-02-02,24,B1,687.7927330382948
2025-02-02,25,B1,697.3177126231668
2025-02-02,26,B1,689.0520367088357
2025-02-02,27,B1,686.3010166695827
2025-02-02,28,B1,713.5247160027105
2025-02-02,29,B1,706.1815174897787
2025-02-02,30,B1,682.336422858286
2025-02-02,31,B1,703.7541922429294
2025-02-02,32,B1,713.9052842063406
2025-02-02,33,B1,1530.3887783925243
2025-02-02,34,B1,1539.0115142935497
2025-02-02,35,B1,790.9975174205268
2025-02-02,36,B1,357.4968904195172
2025-02-02,37,B1,61.65182476920165
2025-02-02,38,B1,890.5183443795803
2025-02-02,39,B1,906.867700350485
2025-02-02,40,B1,874.672108286615
2025-02-02,41,B1,868.1480805247169
2025-02-02,42,B1,869.481323661764
2025-02-02,43,B1,828.6852806232465
2025-02-02,44,B1,790.8619467191722
2025-02-02,45,B1,736.3401238094372
2025-02-02,46,B1,1460.4869827627708
2025-02-02,47,B1,696.8680614570549
2025-02-02,48,B1,36.45821068747989
2025-02-02,49,B1,0.0
2025-02-02,50,B1,0.0
2025-02-02,51,B1,0.0
2025-02-02,52,B1,0.0
2025-02-02,53,B1,0.0
2025-02-02,54,B1,0.0
2025-02-02,55,B1,0.0
2025-02-02,56,B1,0.0
2025-02-02,57,B1,0.0
2025-02-02,58,B1,0.0
2025-02-02,59,B1,0.0
2025-02-02,60,B1,0.0
2025-02-02,61,B1,0.0
2025-02-02,62,B1,0.0
2025-02-02,63,B1,0.0
2025-02-02,64,B1,0.0
2025-02-02,65,B1,140.39633869217778
2025-02-02,66,B1,892.3666048904355
2025-02-02,67,B1,898.2086098822825
2025-02-02,68,B1,918.7725402854172
2025-02-02,69,B1,904.3041813829647
2025-02-02,70,B1,878.6820830928172
2025-02-02,71,B1,849.6294741001874
2025-02-02,72,B1,829.147257394841
2025-02-02,73,B1,829.9364940998777
2025-02-02,74,B1,831.7710564653042
2025-02-02,75,B1,827.8540966336544
2025-02-02,76,B1,833.4125861265678
2025-02-02,77,B1,862.937802562656
2025-02-02,78,B1,56.5960844840331
2025-02-02,79,B1,43.389045282156985
2025-02-02,80,B1,65.24389416173085
2025-02-02,81,B1,119.4091255900579
2025-02-02,82,B1,127.4194726418458
2025-02-02,83,B1,0.0026470876886219292
2025-02-02,84,B1,0.0
2025-02-02,85,B1,0.0
2025-02-02,86,B1,0.0
2025-02-02,87,B1,0.0
2025-02-02,88,B1,0.0
2025-02-02,89,B1,0.0
2025-02-02,90,B1,1225.072490721672
2025-02-02,91,B1,1276.734189035129
2025-02-02,92,B1,1324.6849001462
2025-02-02,93,B1,849.6058275973006
2025-02-02,94,B1,596.6534706188631
2025-02-02,95,B1,642.1714298085599
2025-02-02,96,B1,688.7822030194602
2025-02-02,97,B1,744.3588657465914
2025-02-02,98,B1,786.5968354113141
2025-02-02,99,B1,826.0907893300646
2025-02-02,100,B1,894.9083927868024
2025-02-02,101,B1,950.836756299976
2025-02-02,102,B1,977.9732649484562
2025-02-02,103,B1,999.7151057581805
2025-02-02,104,B1,1012.4224236024464
2025-02-02,105,B1,1046.2632258152746
2025-02-02,106,B1,1066.3735318978952
2025-02-02,107,B1,922.3594533137524
2025-02-02,108,B1,711.9844668748106
2025-02-02,109,B1,688.8442168371047
2025-02-02,110,B1,733.6350817074895
2025-02-02,111,B1,714.4518384096981
2025-02-02,112,B1,740.4177975758423
2025-02-02,113,B1,0.0
2025-02-02,114,B1,0.0
2025-02-02,115,B1,0.0
2025-02-02,116,B1,0.0
2025-02-02,117,B1,0.0
2025-02-02,118,B1,0.0
2025-02-02,119,B1,0.0
2025-02-02,120,B1,0.0
2025-02-02,121,B1,0.0
2025-02-02,122,B1,0.0
2025-02-02,123,B1,0.0
2025-02-02,124,B1,0.0
2025-02-02,125,B1,734.0129509620698
2025-02-02,126,B1,718.5699750079706
2025-02-02,127,B1,719.484983200381
2025-02-02,128,B1,713.2798480733571
2025-02-02,129,B1,707.7643056165293
2025-02-02,130,B1,724.9833306253512
2025-02-02,131,B1,663.9077013559287
2025-02-02,132,B1,555.0998926815785
2025-02-02,133,B1,539.7391804444392
2025-02-02,134,B1,553.3364987036076
2025-02-02,135,B1,554.6810179543091
2025-02-02,136,B1,568.321897856356
2025-02-02,137,B1,576.7382761165996
2025-02-02,138,B1,569.9545861013863
2025-02-02,139,B1,562.0194898393468
2025-02-02,140,B1,584.6736776152264
2025-02-02,141,B1,610.3600907823813
2025-02-02,142,B1,583.6487920736564
2025-02-02,143,B1,586.3081696869252
2025-02-02,144,B1,613.1229256750844
2025-02-02,1,B3,1426.7112723379057
2025-02-02,2,B3,1425.9697743773768
2025-02-02,3,B3,1384.6471571368752
2025-02-02,4,B3,1393.0474921201571
2025-02-02,5,B3,1398.4945973362005
2025-02-02,6,B3,1428.4524412001097
2025-02-02,7,B3,1000.0985911204734
2025-02-02,8,B3,1444.8714928296954
2025-02-02,9,B3,1411.4080792268373
2025-02-02,10,B3,630.0991816904452
2025-02-02,11,B3,625.7669314986694
2025-02-02,12,B3,1370.0735992088717
2025-02-02,13,B3,1467.417887885095
2025-02-02,14,B3,708.9053015920991
2025-02-02,15,B3,669.2301209924639
2025-02-02,16,B3,677.7721795627862
2025-02-02,17,B3,658.7100352381021
2025-02-02,18,B3,622.6208378709429
2025-02-02,19,B3,656.7713626779133
2025-02-02,20,B3,678.0403626892421
2025-02-02,21,B3,721.6331079954756
2025-02-02,22,B3,703.0821192986074
2025-02-02,23,B3,689.6839557885122
2025-02-02,24,B3,713.6662105245792
2025-02-02,25,B3,730.7111105199265
2025-02-02,26,B3,685.9262405466749
2025-02-02,27,B3,718.8805246255179
2025-02-02,28,B3,752.8150834284055
2025-02-02,29,B3,734.3965955352267
2025-02-02,30,B3,670.7650599160588
2025-02-02,31,B3,707.6090256013737
2025-02-02,32,B3,726.7450430084713
2025-02-02,33,B3,1527.5085535562348
2025-02-02,34,B3,1510.1953633609683
2025-02-02,35,B3,785.6395293298215
2025-02-02,36,B3,830.4489021145346
2025-02-02,37,B3,169.60360782502357
2025-02-02,38,B3,885.6415066995784
2025-02-02,39,B3,887.9368024258052
2025-02-02,40,B3,878.512250195581
2025-02-02,41,B3,873.8886383479451
2025-02-02,42,B3,844.1522622292852
2025-02-02,43,B3,862.6042607782284
2025-02-02,44,B3,834.7556547795091
2025-02-02,45,B3,754.754238320679
2025-02-02,46,B3,1397.5661232432963
2025-02-02,47,B3,704.2559093624354
2025-02-02,48,B3,111.12214393307374
2025-02-02,49,B3,96.2874161637684
2025-02-02,50,B3,34.55957204867434
2025-02-02,51,B3,0.0
2025-02-02,52,B3,0.0
2025-02-02,53,B3,0.0
2025-02-02,54,B3,0.0
2025-02-02,55,B3,0.0
2025-02-02,56,B3,0.0
2025-02-02,57,B3,0.0
2025-02-02,58,B3,290.09874401075314
2025-02-02,59,B3,0.0
2025-02-02,60,B3,0.0
2025-02-02,61,B3,0.0
2025-02-02,62,B3,0.0
2025-02-02,63,B3,0.0
2025-02-02,64,B3,0.0
2025-02-02,65,B3,177.99744035259812
2025-02-02,66,B3,861.8928557038631
2025-02-02,67,B3,912.3775120552101
2025-02-02,68,B3,914.357652878561
2025-02-02,69,B3,891.8350578986641
2025-02-02,70,B3,860.3395580993162
2025-02-02,71,B3,860.5819169963851
2025-02-02,72,B3,852.7734257822763
2025-02-02,73,B3,894.9258464808303
2025-02-02,74,B3,755.4147426853167
2025-02-02,75,B3,836.525777484759
2025-02-02,76,B3,887.1589860826064
2025-02-02,77,B3,855.471414467418
2025-02-02,78,B3,151.16698636763977
2025-02-02,79,B3,79.84281909168021
2025-02-02,80,B3,143.10548982466423
2025-02-02,81,B3,141.67554167625417
2025-02-02,82,B3,143.34398844834436
2025-02-02,83,B3,54.020144785602405
2025-02-02,84,B3,0.0
2025-02-02,85,B3,0.0
2025-02-02,86,B3,0.0
2025-02-02,87,B3,0.0
2025-02-02,88,B3,0.0
2025-02-02,89,B3,0.0
2025-02-02,90,B3,1235.5722831643561
2025-02-02,91,B3,1278.0394664446428
2025-02-02,92,B3,1288.698368500818
2025-02-02,93,B3,1316.4765702680338
2025-02-02,94,B3,634.8410253240058
2025-02-02,95,B3,683.7056392309412
2025-02-02,96,B3,693.8324280800061
2025-02-02,97,B3,763.3248328199428
2025-02-02,98,B3,854.6790325681206
2025-02-02,99,B3,870.782669622078
2025-02-02,100,B3,907.8130404775752
2025-02-02,101,B3,962.0984040816211
2025-02-02,102,B3,1001.7491999041356
2025-02-02,103,B3,1008.4424407934509
2025-02-02,104,B3,1016.7957258380153
2025-02-02,105,B3,1066.8006232341472
2025-02-02,106,B3,1122.7917731449834
2025-02-02,107,B3,959.7949683574114
2025-02-02,108,B3,706.745734478253
2025-02-02,109,B3,707.1480853109957
2025-02-02,110,B3,735.5163013565415
2025-02-02,111,B3,684.6637986322398
2025-02-02,112,B3,698.1184120484996
2025-02-02,113,B3,395.31261158567116
2025-02-02,114,B3,0.0
2025-02-02,115,B3,0.0
2025-02-02,116,B3,0.0
2025-02-02,117,B3,0.0
2025-02-02,118,B3,0.0
2025-02-02,119,B3,0.0
2025-02-02,120,B3,0.0
2025-02-02,121,B3,0.0
2025-02-02,122,B3,0.0
2025-02-02,123,B3,0.0
2025-02-02,124,B3,0.0
2025-02-02,125,B3,713.53438371152
2025-02-02,126,B3,714.4934215382635
2025-02-02,127,B3,730.0537584048524
2025-02-02,128,B3,728.7692922562642
2025-02-02,129,B3,725.5811974458779
2025-02-02,130,B3,709.4111487541246
2025-02-02,131,B3,682.4773817484423
2025-02-02,132,B3,618.7059997494971
2025-02-02,133,B3,585.0363346241064
2025-02-02,134,B3,561.7943772750363
2025-02-02,135,B3,583.5595893828809
2025-02-02,136,B3,572.0321073801655
2025-02-02,137,B3,552.3157564256273
2025-02-02,138,B3,571.1386934097609
2025-02-02,139,B3,558.7449546033216
2025-02-02,140,B3,584.1996074536503
2025-02-02,141,B3,648.2958409246224
2025-02-02,142,B3,585.7800983470154
2025-02-02,143,B3,569.4672409056544
2025-02-02,144,B3,502.1450685322272
2025-02-02,1,B4,1426.7112723379057
2025-02-02,2,B4,1425.9697743773768
2025-02-02,3,B4,1384.6471571368752
2025-02-02,4,B4,1393.0474921201571
2025-02-02,5,B4,1398.4945973362005
2025-02-02,6,B4,1428.4524412001097
2025-02-02,7,B4,971.1672210098313
2025-02-02,8,B4,1444.8714928296954
2025-02-02,9,B4,1411.4080792268373
2025-02-02,10,B4,630.0991816904452
2025-02-02,11,B4,625.7669314986682
2025-02-02,12,B4,1370.073599208866
2025-02-02,13,B4,1467.417887885095
2025-02-02,14,B4,708.9053015920991
2025-02-02,15,B4,680.7029906990017
2025-02-02,16,B4,665.3808329516132
2025-02-02,17,B4,658.7100352381021
2025-02-02,18,B4,659.5392277807239
2025-02-02,19,B4,656.7713626779133
2025-02-02,20,B4,678.0403626892421
2025-02-02,21,B4,721.6331079954756
2025-02-02,22,B4,703.0821192986074
2025-02-02,23,B4,689.6839557885122
2025-02-02,24,B4,713.6662105245792
2025-02-02,25,B4,730.7111105199265
2025-02-02,26,B4,685.9262405466749
