date,slot,policy,grid_plan_kwh
2025-02-01,136,C0,359.1329804858797
2025-02-01,137,C0,0.0
2025-02-01,138,C0,373.4972857176745
2025-02-01,139,C0,0.0
2025-02-01,140,C0,398.0730729737883
2025-02-01,141,C0,455.991722422895
2025-02-01,142,C0,453.2125132690469
2025-02-01,143,C0,0.0
2025-02-01,144,C0,0.0
2025-02-01,1,C1,1281.3894183968112
2025-02-01,2,C1,1284.8111973499217
2025-02-01,3,C1,1254.973579599589
2025-02-01,4,C1,1283.8008179648675
2025-02-01,5,C1,616.2931499857838
2025-02-01,6,C1,437.88375093651234
2025-02-01,7,C1,504.4859680435025
2025-02-01,8,C1,471.4273020784004
2025-02-01,9,C1,413.0877100571848
2025-02-01,10,C1,511.8861549071148
2025-02-01,11,C1,1338.359401833908
2025-02-01,12,C1,1233.398446172208
2025-02-01,13,C1,481.0131493535704
2025-02-01,14,C1,539.2325315744793
2025-02-01,15,C1,505.12597460418766
2025-02-01,16,C1,1356.6958394018725
2025-02-01,17,C1,1366.2215517102368
2025-02-01,18,C1,502.8100160840339
2025-02-01,19,C1,482.120317679298
2025-02-01,20,C1,499.2379471712758
2025-02-01,21,C1,530.3550868934655
2025-02-01,22,C1,526.4860958419663
2025-02-01,23,C1,520.3772226213864
2025-02-01,24,C1,1349.5544921987312
2025-02-01,25,C1,492.4696368196261
2025-02-01,26,C1,517.8739337032736
2025-02-01,27,C1,577.0827388695764
2025-02-01,28,C1,581.4581093762191
2025-02-01,29,C1,575.0971926283927
2025-02-01,30,C1,568.1363489682019
2025-02-01,31,C1,525.86246262115
2025-02-01,32,C1,505.9581609691352
2025-02-01,33,C1,555.9009112983177
2025-02-01,34,C1,650.248243237423
2025-02-01,35,C1,619.5077231366417
2025-02-01,36,C1,0.0
2025-02-01,37,C1,0.0
2025-02-01,38,C1,0.0
2025-02-01,39,C1,14.145046773495778
2025-02-01,40,C1,0.0
2025-02-01,41,C1,0.0
2025-02-01,42,C1,0.0
2025-02-01,43,C1,0.0
2025-02-01,44,C1,0.0
2025-02-01,45,C1,472.7409767548728
2025-02-01,46,C1,385.41767865072217
2025-02-01,47,C1,0.0
2025-02-01,48,C1,0.0
2025-02-01,49,C1,0.0
2025-02-01,50,C1,0.0
2025-02-01,51,C1,0.0
2025-02-01,52,C1,0.0
2025-02-01,53,C1,0.0
2025-02-01,54,C1,0.0
2025-02-01,55,C1,0.0
2025-02-01,56,C1,0.0
2025-02-01,57,C1,0.0
2025-02-01,58,C1,0.0
2025-02-01,59,C1,0.0
2025-02-01,60,C1,0.0
2025-02-01,61,C1,0.0
2025-02-01,62,C1,0.0
2025-02-01,63,C1,0.0
2025-02-01,64,C1,0.0
2025-02-01,65,C1,0.0
2025-02-01,66,C1,0.0
2025-02-01,67,C1,0.0
2025-02-01,68,C1,0.0
2025-02-01,69,C1,0.0
2025-02-01,70,C1,0.0
2025-02-01,71,C1,0.0
2025-02-01,72,C1,0.0
2025-02-01,73,C1,0.0
2025-02-01,74,C1,0.0
2025-02-01,75,C1,0.0
2025-02-01,76,C1,0.0
2025-02-01,77,C1,0.0
2025-02-01,78,C1,0.0
2025-02-01,79,C1,0.0
2025-02-01,80,C1,0.0
2025-02-01,81,C1,0.0
2025-02-01,82,C1,0.0
2025-02-01,83,C1,0.0
2025-02-01,84,C1,0.0
2025-02-01,85,C1,0.0
2025-02-01,86,C1,0.0
2025-02-01,87,C1,0.0
2025-02-01,88,C1,0.0
2025-02-01,89,C1,0.0
2025-02-01,90,C1,20.01312416002827
2025-02-01,91,C1,102.30080855174084
2025-02-01,92,C1,166.032736747537
2025-02-01,93,C1,200.8857630373409
2025-02-01,94,C1,253.39731542155505
2025-02-01,95,C1,354.6856087440773
2025-02-01,96,C1,448.69304782083054
2025-02-01,97,C1,423.74310124540585
2025-02-01,98,C1,445.8381851932661
2025-02-01,99,C1,543.9242341320728
2025-02-01,100,C1,601.1336863597837
2025-02-01,101,C1,574.6341383614748
2025-02-01,102,C1,542.527308973448
2025-02-01,103,C1,621.9437608038447
2025-02-01,104,C1,541.4260547017531
2025-02-01,105,C1,585.6982439726123
2025-02-01,106,C1,589.8678765195676
2025-02-01,107,C1,489.473544787526
2025-02-01,108,C1,0.0
2025-02-01,109,C1,0.0
2025-02-01,110,C1,0.0
2025-02-01,111,C1,0.0
2025-02-01,112,C1,0.0
2025-02-01,113,C1,0.0
2025-02-01,114,C1,0.0
2025-02-01,115,C1,0.0
2025-02-01,116,C1,0.0
2025-02-01,117,C1,0.0
2025-02-01,118,C1,0.0
2025-02-01,119,C1,0.0
2025-02-01,120,C1,0.0
2025-02-01,121,C1,0.0
2025-02-01,122,C1,0.0
2025-02-01,123,C1,0.0
2025-02-01,124,C1,0.0
2025-02-01,125,C1,0.0
2025-02-01,126,C1,506.233888528633
2025-02-01,127,C1,461.5714216402653
2025-02-01,128,C1,446.9155369099332
2025-02-01,129,C1,474.4167366190165
2025-02-01,130,C1,485.29647875439406
2025-02-01,131,C1,442.83771089109166
2025-02-01,132,C1,398.4333288292013
2025-02-01,133,C1,1215.0270141884405
2025-02-01,134,C1,1250.2903827777195
2025-02-01,135,C1,1293.7133962634664
2025-02-01,136,C1,359.1329804858797
2025-02-01,137,C1,0.0
2025-02-01,138,C1,373.4972857176745
2025-02-01,139,C1,0.0
2025-02-01,140,C1,398.0730729737883
2025-02-01,141,C1,455.991722422895
2025-02-01,142,C1,453.2125132690469
2025-02-01,143,C1,0.0
2025-02-01,144,C1,0.0
2025-02-01,1,C2,1281.3894183968112
2025-02-01,2,C2,1284.8111973499217
2025-02-01,3,C2,1254.973579599589
2025-02-01,4,C2,1283.8008179648675
2025-02-01,5,C2,616.2931499857838
2025-02-01,6,C2,437.88375093651234
2025-02-01,7,C2,504.4859680435025
2025-02-01,8,C2,471.4273020784004
2025-02-01,9,C2,413.0877100571848
2025-02-01,10,C2,511.8861549071148
2025-02-01,11,C2,1338.359401833908
2025-02-01,12,C2,1233.398446172208
2025-02-01,13,C2,481.0131493535704
2025-02-01,14,C2,539.2325315744793
2025-02-01,15,C2,505.12597460418766
2025-02-01,16,C2,1356.6958394018725
2025-02-01,17,C2,1366.2215517102368
2025-02-01,18,C2,502.8100160840339
2025-02-01,19,C2,482.120317679298
2025-02-01,20,C2,499.2379471712758
2025-02-01,21,C2,530.3550868934655
2025-02-01,22,C2,526.4860958419663
2025-02-01,23,C2,520.3772226213864
2025-02-01,24,C2,1349.5544921987312
2025-02-01,25,C2,492.4696368196261
2025-02-01,26,C2,517.8739337032736
2025-02-01,27,C2,577.0827388695764
2025-02-01,28,C2,581.4581093762191
2025-02-01,29,C2,575.0971926283927
2025-02-01,30,C2,568.1363489682019
2025-02-01,31,C2,525.86246262115
2025-02-01,32,C2,505.9581609691352
2025-02-01,33,C2,555.9009112983177
2025-02-01,34,C2,650.248243237423
2025-02-01,35,C2,619.5077231366417
2025-02-01,36,C2,0.0
2025-02-01,37,C2,0.0
2025-02-01,38,C2,0.0
2025-02-01,39,C2,14.145046773495778
2025-02-01,40,C2,0.0
2025-02-01,41,C2,0.0
2025-02-01,42,C2,0.0
2025-02-01,43,C2,0.0
2025-02-01,44,C2,0.0
2025-02-01,45,C2,472.7409767548728
2025-02-01,46,C2,385.41767865072217
2025-02-01,47,C2,0.0
2025-02-01,48,C2,0.0
2025-02-01,49,C2,0.0
2025-02-01,50,C2,0.0
2025-02-01,51,C2,0.0
2025-02-01,52,C2,0.0
2025-02-01,53,C2,0.0
2025-02-01,54,C2,0.0
2025-02-01,55,C2,0.0
2025-02-01,56,C2,0.0
2025-02-01,57,C2,0.0
2025-02-01,58,C2,0.0
2025-02-01,59,C2,0.0
2025-02-01,60,C2,0.0
2025-02-01,61,C2,0.0
2025-02-01,62,C2,0.0
2025-02-01,63,C2,0.0
2025-02-01,64,C2,0.0
2025-02-01,65,C2,0.0
2025-02-01,66,C2,0.0
2025-02-01,67,C2,0.0
2025-02-01,68,C2,0.0
2025-02-01,69,C2,0.0
2025-02-01,70,C2,0.0
2025-02-01,71,C2,0.0
2025-02-01,72,C2,0.0
2025-02-01,73,C2,0.0
2025-02-01,74,C2,0.0
2025-02-01,75,C2,0.0
2025-02-01,76,C2,0.0
2025-02-01,77,C2,0.0
2025-02-01,78,C2,0.0
2025-02-01,79,C2,0.0
2025-02-01,80,C2,0.0
2025-02-01,81,C2,0.0
2025-02-01,82,C2,0.0
2025-02-01,83,C2,0.0
2025-02-01,84,C2,0.0
2025-02-01,85,C2,0.0
2025-02-01,86,C2,0.0
2025-02-01,87,C2,0.0
2025-02-01,88,C2,0.0
2025-02-01,89,C2,0.0
2025-02-01,90,C2,20.01312416002827
2025-02-01,91,C2,102.30080855174084
2025-02-01,92,C2,166.032736747537
2025-02-01,93,C2,200.8857630373409
2025-02-01,94,C2,253.39731542155505
2025-02-01,95,C2,354.6856087440773
2025-02-01,96,C2,448.69304782083054
2025-02-01,97,C2,423.74310124540585
2025-02-01,98,C2,445.8381851932661
2025-02-01,99,C2,543.9242341320728
2025-02-01,100,C2,601.1336863597837
2025-02-01,101,C2,574.6341383614748
2025-02-01,102,C2,542.527308973448
2025-02-01,103,C2,621.9437608038447
2025-02-01,104,C2,541.4260547017531
2025-02-01,105,C2,585.6982439726123
2025-02-01,106,C2,589.8678765195676
2025-02-01,107,C2,489.473544787526
2025-02-01,108,C2,0.0
2025-02-01,109,C2,0.0
2025-02-01,110,C2,0.0
2025-02-01,111,C2,0.0
2025-02-01,112,C2,0.0
2025-02-01,113,C2,0.0
2025-02-01,114,C2,0.0
2025-02-01,115,C2,0.0
2025-02-01,116,C2,0.0
2025-02-01,117,C2,0.0
2025-02-01,118,C2,0.0
2025-02-01,119,C2,0.0
2025-02-01,120,C2,0.0
2025-02-01,121,C2,0.0
2025-02-01,122,C2,0.0
2025-02-01,123,C2,0.0
2025-02-01,124,C2,0.0
2025-02-01,125,C2,0.0
2025-02-01,126,C2,506.233888528633
2025-02-01,127,C2,461.5714216402653
2025-02-01,128,C2,446.9155369099332
2025-02-01,129,C2,474.4167366190165
2025-02-01,130,C2,485.29647875439406
2025-02-01,131,C2,442.83771089109166
2025-02-01,132,C2,398.4333288292013
2025-02-01,133,C2,1215.0270141884405
2025-02-01,134,C2,1250.2903827777195
2025-02-01,135,C2,1293.7133962634664
2025-02-01,136,C2,359.1329804858797
2025-02-01,137,C2,0.0
2025-02-01,138,C2,373.4972857176745
2025-02-01,139,C2,0.0
2025-02-01,140,C2,398.0730729737883
2025-02-01,141,C2,455.991722422895
2025-02-01,142,C2,453.2125132690469
2025-02-01,143,C2,0.0
2025-02-01,144,C2,0.0
2025-02-01,1,C3,1281.3894183968112
2025-02-01,2,C3,1284.8111973499217
2025-02-01,3,C3,1254.973579599589
2025-02-01,4,C3,1283.8008179648675
2025-02-01,5,C3,616.2931499857838
2025-02-01,6,C3,437.88375093651234
2025-02-01,7,C3,504.4859680435025
2025-02-01,8,C3,471.4273020784004
2025-02-01,9,C3,413.0877100571848
2025-02-01,10,C3,511.8861549071148
2025-02-01,11,C3,1338.359401833908
2025-02-01,12,C3,1233.398446172208
2025-02-01,13,C3,481.0131493535704
2025-02-01,14,C3,539.2325315744793
2025-02-01,15,C3,505.12597460418766
2025-02-01,16,C3,1356.6958394018725
2025-02-01,17,C3,1366.2215517102368
2025-02-01,18,C3,502.8100160840339
2025-02-01,19,C3,482.120317679298
2025-02-01,20,C3,499.2379471712758
2025-02-01,21,C3,530.3550868934655
2025-02-01,22,C3,526.4860958419663
2025-02-01,23,C3,520.3772226213864
2025-02-01,24,C3,1349.5544921987312
2025-02-01,25,C3,492.4696368196261
2025-02-01,26,C3,517.8739337032736
2025-02-01,27,C3,577.0827388695764
2025-02-01,28,C3,581.4581093762191
2025-02-01,29,C3,575.0971926283927
2025-02-01,30,C3,568.1363489682019
2025-02-01,31,C3,525.86246262115
2025-02-01,32,C3,505.9581609691352
2025-02-01,33,C3,555.9009112983177
2025-02-01,34,C3,650.248243237423
2025-02-01,35,C3,619.5077231366417
2025-02-01,36,C3,0.0
2025-02-01,37,C3,0.0
2025-02-01,38,C3,0.0
2025-02-01,39,C3,14.145046773495778
2025-02-01,40,C3,0.0
2025-02-01,41,C3,0.0
2025-02-01,42,C3,0.0
2025-02-01,43,C3,0.0
2025-02-01,44,C3,0.0
2025-02-01,45,C3,472.7409767548728
2025-02-01,46,C3,385.41767865072217
2025-02-01,47,C3,0.0
2025-02-01,48,C3,0.0
2025-02-01,49,C3,0.0
2025-02-01,50,C3,0.0
2025-02-01,51,C3,0.0
2025-02-01,52,C3,0.0
2025-02-01,53,C3,0.0
2025-02-01,54,C3,0.0
2025-02-01,55,C3,0.0
2025-02-01,56,C3,0.0
2025-02-01,57,C3,0.0
2025-02-01,58,C3,0.0
2025-02-01,59,C3,0.0
2025-02-01,60,C3,0.0
2025-02-01,61,C3,0.0
2025-02-01,62,C3,0.0
2025-02-01,63,C3,0.0
2025-02-01,64,C3,0.0
2025-02-01,65,C3,0.0
2025-02-01,66,C3,0.0
2025-02-01,67,C3,0.0
2025-02-01,68,C3,0.0
2025-02-01,69,C3,0.0
2025-02-01,70,C3,0.0
2025-02-01,71,C3,0.0
2025-02-01,72,C3,0.0
2025-02-01,73,C3,0.0
2025-02-01,74,C3,0.0
2025-02-01,75,C3,0.0
2025-02-01,76,C3,0.0
2025-02-01,77,C3,0.0
2025-02-01,78,C3,0.0
2025-02-01,79,C3,0.0
2025-02-01,80,C3,0.0
2025-02-01,81,C3,0.0
2025-02-01,82,C3,0.0
2025-02-01,83,C3,0.0
2025-02-01,84,C3,0.0
2025-02-01,85,C3,0.0
2025-02-01,86,C3,0.0
2025-02-01,87,C3,0.0
2025-02-01,88,C3,0.0
2025-02-01,89,C3,0.0
2025-02-01,90,C3,20.01312416002827
2025-02-01,91,C3,102.30080855174084
2025-02-01,92,C3,166.032736747537
2025-02-01,93,C3,200.8857630373409
2025-02-01,94,C3,253.39731542155505
2025-02-01,95,C3,354.6856087440773
2025-02-01,96,C3,448.69304782083054
2025-02-01,97,C3,423.74310124540585
2025-02-01,98,C3,445.8381851932661
2025-02-01,99,C3,543.9242341320728
2025-02-01,100,C3,601.1336863597837
2025-02-01,101,C3,574.6341383614748
2025-02-01,102,C3,542.527308973448
2025-02-01,103,C3,621.9437608038447
2025-02-01,104,C3,541.4260547017531
2025-02-01,105,C3,585.6982439726123
2025-02-01,106,C3,589.8678765195676
2025-02-01,107,C3,489.473544787526
2025-02-01,108,C3,0.0
2025-02-01,109,C3,0.0
2025-02-01,110,C3,0.0
2025-02-01,111,C3,0.0
2025-02-01,112,C3,0.0
2025-02-01,113,C3,0.0
2025-02-01,114,C3,0.0
2025-02-01,115,C3,0.0
2025-02-01,116,C3,0.0
2025-02-01,117,C3,0.0
2025-02-01,118,C3,0.0
2025-02-01,119,C3,0.0
2025-02-01,120,C3,0.0
2025-02-01,121,C3,0.0
2025-02-01,122,C3,0.0
2025-02-01,123,C3,0.0
2025-02-01,124,C3,0.0
2025-02-01,125,C3,0.0
2025-02-01,126,C3,506.233888528633
2025-02-01,127,C3,461.5714216402653
2025-02-01,128,C3,446.9155369099332
2025-02-01,129,C3,474.4167366190165
2025-02-01,130,C3,485.29647875439406
2025-02-01,131,C3,442.83771089109166
2025-02-01,132,C3,398.4333288292013
2025-02-01,133,C3,1215.0270141884405
2025-02-01,134,C3,1250.2903827777195
2025-02-01,135,C3,1293.7133962634664
2025-02-01,136,C3,359.1329804858797
2025-02-01,137,C3,0.0
2025-02-01,138,C3,373.4972857176745
2025-02-01,139,C3,0.0
2025-02-01,140,C3,398.0730729737883
2025-02-01,141,C3,455.991722422895
2025-02-01,142,C3,453.2125132690469
2025-02-01,143,C3,0.0
2025-02-01,144,C3,0.0
2025-02-02,1,C0,687.5664117685948
2025-02-02,2,C0,648.7812649931261
2025-02-02,3,C0,1457.2011554195535
2025-02-02,4,C0,1463.239148755117
2025-02-02,5,C0,1474.2667147241395
2025-02-02,6,C0,704.4486208954387
2025-02-02,7,C0,695.7111050762418
2025-02-02,8,C0,693.6862824351173
2025-02-02,9,C0,1493.832092856131
2025-02-02,10,C0,657.6988282709333
2025-02-02,11,C0,671.785226303541
2025-02-02,12,C0,1448.597428927069
2025-02-02,13,C0,1518.4643672886812
2025-02-02,14,C0,1532.3927453692504
2025-02-02,15,C0,1403.3385720357587
2025-02-02,16,C0,1498.7141662849467
2025-02-02,17,C0,660.7316898509675
2025-02-02,18,C0,688.4644257076789
2025-02-02,19,C0,693.6784596765766
2025-02-02,20,C0,1549.6586577035646
2025-02-02,21,C0,778.1855530602556
2025-02-02,22,C0,705.5499770610289
2025-02-02,23,C0,683.6412078817007
2025-02-02,24,C0,1543.552971133533
2025-02-02,25,C0,752.2260102422144
2025-02-02,26,C0,724.2622128993119
2025-02-02,27,C0,716.2329214314875
2025-02-02,28,C0,731.7465445741391
2025-02-02,29,C0,734.9671708781119
2025-02-02,30,C0,743.3392800011432
2025-02-02,31,C0,764.965646188834
2025-02-02,32,C0,791.7625806223592
2025-02-02,33,C0,1572.490921249667
2025-02-02,34,C0,1523.9889958420015
2025-02-02,35,C0,825.5266834443136
2025-02-02,36,C0,976.9860530463924
2025-02-02,37,C0,986.6988349443172
2025-02-02,38,C0,954.4793148789996
2025-02-02,39,C0,958.7594039219136
2025-02-02,40,C0,307.38318202150833
2025-02-02,41,C0,919.9350215863084
2025-02-02,42,C0,933.0299550013808
2025-02-02,43,C0,903.0118318039332
2025-02-02,44,C0,874.9521627881215
2025-02-02,45,C0,832.8151732312552
2025-02-02,46,C0,1527.0354251737726
2025-02-02,47,C0,811.5992722161393
2025-02-02,48,C0,222.53970786156503
2025-02-02,49,C0,142.90555360746328
2025-02-02,50,C0,47.00652948337381
2025-02-02,51,C0,35.34019016889772
2025-02-02,52,C0,8.96796977647648
2025-02-02,53,C0,0.0
2025-02-02,54,C0,0.0
2025-02-02,55,C0,0.0
2025-02-02,56,C0,0.0
2025-02-02,57,C0,0.0
2025-02-02,58,C0,496.98895686075934
2025-02-02,59,C0,497.41977693804927
2025-02-02,60,C0,0.0
2025-02-02,61,C0,0.0
2025-02-02,62,C0,371.68882131612656
2025-02-02,63,C0,361.3406909318754
2025-02-02,64,C0,363.8680169106247
2025-02-02,65,C0,338.328014444852
2025-02-02,66,C0,1101.2894606837376
2025-02-02,67,C0,1073.7643338492935
2025-02-02,68,C0,1047.5984489493335
2025-02-02,69,C0,1096.9851509762327
2025-02-02,70,C0,1063.1777160201682
2025-02-02,71,C0,988.8218386445624
2025-02-02,72,C0,895.8191861185513
2025-02-02,73,C0,940.3707367821024
2025-02-02,74,C0,949.2295395263664
2025-02-02,75,C0,887.6717439874691
2025-02-02,76,C0,896.0400648647741
2025-02-02,77,C0,925.8452981877688
2025-02-02,78,C0,124.26040860014588
2025-02-02,79,C0,0.0
2025-02-02,80,C0,128.27703429547182
2025-02-02,81,C0,182.43998284143152
2025-02-02,82,C0,137.47735613131283
2025-02-02,83,C0,0.0
2025-02-02,84,C0,236.007041116525
2025-02-02,85,C0,286.7273201544225
2025-02-02,86,C0,0.0
2025-02-02,87,C0,0.0
2025-02-02,88,C0,0.0
2025-02-02,89,C0,419.4647375400247
2025-02-02,90,C0,1182.1552106413542
2025-02-02,91,C0,1273.9976521351805
2025-02-02,92,C0,1367.0762822797035
2025-02-02,93,C0,654.153250487057
2025-02-02,94,C0,726.155686955087
2025-02-02,95,C0,765.0970683036932
2025-02-02,96,C0,800.3270839028326
2025-02-02,97,C0,887.1021633680816
2025-02-02,98,C0,952.3964165408964
2025-02-02,99,C0,961.9386974572026
2025-02-02,100,C0,998.7603695144034
2025-02-02,101,C0,1068.579570809109
2025-02-02,102,C0,1130.7099702202229
2025-02-02,103,C0,1149.2367860474487
2025-02-02,104,C0,1130.2599968301558
2025-02-02,105,C0,1193.3824508152743
2025-02-02,106,C0,1216.7851807860818
2025-02-02,107,C0,1008.304290246266
2025-02-02,108,C0,0.0
2025-02-02,109,C0,0.0
2025-02-02,110,C0,794.9589984803364
2025-02-02,111,C0,0.0
2025-02-02,112,C0,2.8064145487530823
2025-02-02,113,C0,833.3606824102255
2025-02-02,114,C0,0.0
2025-02-02,115,C0,0.0
2025-02-02,116,C0,0.0
2025-02-02,117,C0,0.0
2025-02-02,118,C0,0.0
2025-02-02,119,C0,760.8924455691798
2025-02-02,120,C0,760.2702289711021
2025-02-02,121,C0,359.9923213011476
2025-02-02,122,C0,789.5035430843246
2025-02-02,123,C0,781.5870566985033
2025-02-02,124,C0,0.0
2025-02-02,125,C0,794.8566462001652
2025-02-02,126,C0,810.960927388923
2025-02-02,127,C0,825.4443951051429
2025-02-02,128,C0,802.4426266447857
2025-02-02,129,C0,780.3590675212912
2025-02-02,130,C0,804.0242020539229
2025-02-02,131,C0,730.1559489749764
2025-02-02,132,C0,590.5848926815784
2025-02-02,133,C0,626.609616158725
2025-02-02,134,C0,607.8954510845599
2025-02-02,135,C0,582.5829227162138
2025-02-02,136,C0,611.2033478563559
2025-02-02,137,C0,632.1156308785045
2025-02-02,138,C0,621.8737401013865
2025-02-02,139,C0,628.5279684107753
2025-02-02,140,C0,638.6467633295122
2025-02-02,141,C0,618.9058050680957
2025-02-02,142,C0,637.3615730260374
2025-02-02,143,C0,575.8428532345441
2025-02-02,144,C0,502.1450685322273
2025-02-02,1,C1,687.5664117685948
2025-02-02,2,C1,648.7812649931261
2025-02-02,3,C1,1457.2011554195535
2025-02-02,4,C1,1463.239148755117
2025-02-02,5,C1,1474.2667147241395
2025-02-02,6,C1,704.4486208954387
2025-02-02,7,C1,695.7111050762418
2025-02-02,8,C1,693.6862824351173
2025-02-02,9,C1,1493.832092856131
2025-02-02,10,C1,657.6988282709333
2025-02-02,11,C1,671.785226303541
2025-02-02,12,C1,1448.597428927069
2025-02-02,13,C1,1518.4643672886812
2025-02-02,14,C1,1532.3927453692504
2025-02-02,15,C1,1403.3385720357587
2025-02-02,16,C1,1498.7141662849467
2025-02-02,17,C1,660.7316898509675
2025-02-02,18,C1,688.4644257076789
2025-02-02,19,C1,693.6784596765766
2025-02-02,20,C1,1549.6586577035646
2025-02-02,21,C1,778.1855530602556
2025-02-02,22,C1,705.5499770610289
2025-02-02,23,C1,683.6412078817007
2025-02-02,24,C1,1543.552971133533
2025-02-02,25,C1,752.2260102422144
2025-02-02,26,C1,724.2622128993119
2025-02-02,27,C1,716.2329214314875
2025-02-02,28,C1,731.7465445741391
2025-02-02,29,C1,734.9671708781119
2025-02-02,30,C1,743.3392800011432
2025-02-02,31,C1,764.965646188834
2025-02-02,32,C1,791.7625806223592
2025-02-02,33,C1,1572.490921249667
2025-02-02,34,C1,1523.9889958420015
2025-02-02,35,C1,825.5266834443136
2025-02-02,36,C1,976.9860530463924
2025-02-02,37,C1,986.6988349443172
2025-02-02,38,C1,954.4793148789996
2025-02-02,39,C1,958.7594039219136
