date,slot,load_kw,pv_actual_kw,price_yuan_per_kwh,day_of_year,month,weekday,is_weekend,sin_time,cos_time,sin_doy,cos_doy,time_label,interval_start,interval_end,timestamp_end,load_kwh,pv_actual_kwh,pv_positive,is_daylight
2025-01-14,2,3747.6432,0.0,0.462,14,1,1,False,0.043619387365336,0.9990482215818578,0.2219215130041655,0.9750645322571948,0:10,2025-01-14 00:10:00,2025-01-14 00:20:00,2025-01-14 00:20:00,624.6072,0.0,False,False
2025-01-15,2,3708.3377,0.0,0.4762,15,1,2,False,0.043619387365336,0.9990482215818578,0.2386727660059501,0.9711000518829505,0:10,2025-01-15 00:10:00,2025-01-15 00:20:00,2025-01-15 00:20:00,618.0562833333333,0.0,False,False
2025-01-16,2,3626.8272,0.0,0.4281,16,1,3,False,0.043619387365336,0.9990482215818578,0.255353295116187,0.9668478136052775,0:10,2025-01-16 00:10:00,2025-01-16 00:20:00,2025-01-16 00:20:00,604.4712000000001,0.0,False,False
2025-01-17,2,2397.7026,0.0,0.3668,17,1,4,False,0.043619387365336,0.9990482215818578,0.2719581575341055,0.9623090774541486,0:10,2025-01-17 00:10:00,2025-01-17 00:20:00,2025-01-17 00:20:00,399.6171,0.0,False,False
2025-01-18,2,2688.0064,0.0,0.3773,18,1,5,True,0.043619387365336,0.9990482215818578,0.288482432880609,0.9574851883550393,0:10,2025-01-18 00:10:00,2025-01-18 00:20:00,2025-01-18 00:20:00,448.0010666666667,0.0,False,False
2025-01-19,2,3580.0444,0.0,0.4305,19,1,6,True,0.043619387365336,0.9990482215818578,0.30492122465628907,0.9523775757303974,0:10,2025-01-19 00:10:00,2025-01-19 00:20:00,2025-01-19 00:20:00,596.6740666666667,0.0,False,False
2025-01-20,2,3637.6183,0.0,0.4558,20,1,0,False,0.043619387365336,0.9990482215818578,0.3212696616923644,0.9469877530760753,0:10,2025-01-20 00:10:00,2025-01-20 00:20:00,2025-01-20 00:20:00,606.2697166666667,0.0,False,False
2025-01-21,2,3646.3504,0.0,0.4304,21,1,1,False,0.043619387365336,0.9990482215818578,0.3375228995941133,0.9413173175128471,0:10,2025-01-21 00:10:00,2025-01-21 00:20:00,2025-01-21 00:20:00,607.7250666666666,0.0,False,False
2025-01-22,2,3517.679,0.0,0.4011,22,1,2,False,0.043619387365336,0.9990482215818578,0.3536761221763716,0.9353679493131483,0:10,2025-01-22 00:10:00,2025-01-22 00:20:00,2025-01-22 00:20:00,586.2798333333334,0.0,False,False
2025-01-23,2,3590.8072,0.0,0.4556,23,1,3,False,0.043619387365336,0.9990482215818578,0.3697245428906731,0.9291414114031743,0:10,2025-01-23 00:10:00,2025-01-23 00:20:00,2025-01-23 00:20:00,598.4678666666667,0.0,False,False
2025-01-24,2,2503.1642,0.0,0.3072,24,1,4,False,0.043619387365336,0.9990482215818578,0.38566340624360707,0.9226395488404876,0:10,2025-01-24 00:10:00,2025-01-24 00:20:00,2025-01-24 00:20:00,417.1940333333334,0.0,False,False
2025-01-25,2,2680.0361,0.0,0.3528,25,1,5,True,0.043619387365336,0.9990482215818578,0.401487989205973,0.9158642882672872,0:10,2025-01-25 00:10:00,2025-01-25 00:20:00,2025-01-25 00:20:00,446.6726833333333,0.0,False,False
2025-01-26,2,3625.0328,0.0,0.4207,26,1,6,True,0.043619387365336,0.9990482215818578,0.4171936026123168,0.9088176373395029,0:10,2025-01-26 00:10:00,2025-01-26 00:20:00,2025-01-26 00:20:00,604.1721333333334,0.0,False,False
2025-01-27,2,3466.742,0.0,0.4194,27,1,0,False,0.043619387365336,0.9990482215818578,0.4327755925504312,0.901501684131884,0:10,2025-01-27 00:10:00,2025-01-27 00:20:00,2025-01-27 00:20:00,577.7903333333334,0.0,False,False
2025-01-28,2,3746.0434,0.0,0.4747,28,1,1,False,0.043619387365336,0.9990482215818578,0.4482293417404106,0.893918596519257,0:10,2025-01-28 00:10:00,2025-01-28 00:20:00,2025-01-28 00:20:00,624.3405666666666,0.0,False,False
2025-01-29,2,3543.9984,0.0,0.4552,29,1,2,False,0.043619387365336,0.9990482215818578,0.4635502709028509,0.886070621534138,0:10,2025-01-29 00:10:00,2025-01-29 00:20:00,2025-01-29 00:20:00,590.6664,0.0,False,False
2025-01-30,2,3380.0304,0.0,0.4026,30,1,3,False,0.043619387365336,0.9990482215818578,0.47873384011578846,0.8779600847008882,0:10,2025-01-30 00:10:00,2025-01-30 00:20:00,2025-01-30 00:20:00,563.3384,0.0,False,False
2025-01-31,2,2855.5504,0.0,0.387,31,1,4,False,0.043619387365336,0.9990482215818578,0.49377555015997715,0.869589389346611,0:10,2025-01-31 00:10:00,2025-01-31 00:20:00,2025-01-31 00:20:00,475.9250666666667,0.0,False,False
2025-01-01,3,3726.56,0.0,0.4843,1,1,2,False,0.08715574274765817,0.9961946980917455,0.0,1.0,0:20,2025-01-01 00:20:00,2025-01-01 00:30:00,2025-01-01 00:30:00,621.0933333333334,0.0,False,False
2025-01-02,3,3708.23,0.0,0.4654,2,1,3,False,0.08715574274765817,0.9961946980917455,0.017213356155834685,0.9998518392091162,0:20,2025-01-02 00:20:00,2025-01-02 00:30:00,2025-01-02 00:30:00,618.0383333333333,0.0,False,False
2025-01-03,3,2756.51,0.0,0.3899,3,1,4,False,0.08715574274765817,0.9961946980917455,0.03442161162274574,0.9994074007397048,0:20,2025-01-03 00:20:00,2025-01-03 00:30:00,2025-01-03 00:30:00,459.41833333333335,0.0,False,False
2025-01-04,3,2846.8,0.0,0.3393,4,1,5,True,0.08715574274765817,0.9961946980917455,0.051619667223253764,0.998666816288476,0:20,2025-01-04 00:20:00,2025-01-04 00:30:00,2025-01-04 00:30:00,474.4666666666667,0.0,False,False
2025-01-05,3,3812.66,0.0,0.4592,5,1,6,True,0.08715574274765817,0.9961946980917455,0.06880242680231986,0.9976303053065857,0:20,2025-01-05 00:20:00,2025-01-05 00:30:00,2025-01-05 00:30:00,635.4433333333333,0.0,False,False
2025-01-06,3,3653.36,0.0,0.4096,6,1,0,False,0.08715574274765817,0.9961946980917455,0.08596479873744647,0.9962981749346078,0:20,2025-01-06 00:20:00,2025-01-06 00:30:00,2025-01-06 00:30:00,608.8933333333333,0.0,False,False
2025-01-07,3,3426.04,0.0,0.3841,7,1,1,False,0.08715574274765817,0.9961946980917455,0.10310169744743485,0.9946708199115211,0:20,2025-01-07 00:20:00,2025-01-07 00:30:00,2025-01-07 00:30:00,571.0066666666667,0.0,False,False
2025-01-08,3,3757.03,0.0,0.4645,8,1,2,False,0.08715574274765817,0.9961946980917455,0.1202080448993527,0.9927487224577402,0:20,2025-01-08 00:20:00,2025-01-08 00:30:00,2025-01-08 00:30:00,626.1716666666667,0.0,False,False
2025-01-09,3,3763.79,0.0,0.438,9,1,3,False,0.08715574274765817,0.9961946980917455,0.13727877211326478,0.9905324521322229,0:20,2025-01-09 00:20:00,2025-01-09 00:30:00,2025-01-09 00:30:00,627.2983333333333,0.0,False,False
2025-01-10,3,2666.58,0.0,0.3329,10,1,4,False,0.08715574274765817,0.9961946980917455,0.15430882066428117,0.9880226656636976,0:20,2025-01-10 00:20:00,2025-01-10 00:30:00,2025-01-10 00:30:00,444.43,0.0,False,False
2025-01-11,3,2873.07,0.0,0.3827,11,1,5,True,0.08715574274765817,0.9961946980917455,0.1712931441814776,0.9852201067560606,0:20,2025-01-11 00:20:00,2025-01-11 00:30:00,2025-01-11 00:30:00,478.845,0.0,False,False
2025-01-12,3,3622.6,0.0,0.4286,12,1,6,True,0.08715574274765817,0.9961946980917455,0.1882267098432442,0.9821256058680006,0:20,2025-01-12 00:20:00,2025-01-12 00:30:00,2025-01-12 00:30:00,603.7666666666667,0.0,False,False
2025-01-13,3,3640.21,0.0,0.4335,13,1,0,False,0.08715574274765817,0.9961946980917455,0.2051044998686192,0.9787400799669153,0:20,2025-01-13 00:20:00,2025-01-13 00:30:00,2025-01-13 00:30:00,606.7016666666667,0.0,False,False
2025-01-14,3,3671.25,0.0,0.4567,14,1,1,False,0.08715574274765817,0.9961946980917455,0.2219215130041655,0.9750645322571948,0:20,2025-01-14 00:20:00,2025-01-14 00:30:00,2025-01-14 00:30:00,611.875,0.0,False,False
2025-01-15,3,3838.32,0.0,0.4606,15,1,2,False,0.08715574274765817,0.9961946980917455,0.2386727660059501,0.9711000518829505,0:20,2025-01-15 00:20:00,2025-01-15 00:30:00,2025-01-15 00:30:00,639.72,0.0,False,False
2025-01-16,3,3626.59,0.0,0.4594,16,1,3,False,0.08715574274765817,0.9961946980917455,0.255353295116187,0.9668478136052775,0:20,2025-01-16 00:20:00,2025-01-16 00:30:00,2025-01-16 00:30:00,604.4316666666667,0.0,False,False
2025-01-17,3,2813.97,0.0,0.3963,17,1,4,False,0.08715574274765817,0.9961946980917455,0.2719581575341055,0.9623090774541486,0:20,2025-01-17 00:20:00,2025-01-17 00:30:00,2025-01-17 00:30:00,468.99499999999995,0.0,False,False
2025-01-18,3,2668.94,0.0,0.3359,18,1,5,True,0.08715574274765817,0.9961946980917455,0.288482432880609,0.9574851883550393,0:20,2025-01-18 00:20:00,2025-01-18 00:30:00,2025-01-18 00:30:00,444.8233333333333,0.0,False,False
2025-01-19,3,3565.04,0.0,0.4258,19,1,6,True,0.08715574274765817,0.9961946980917455,0.30492122465628907,0.9523775757303974,0:20,2025-01-19 00:20:00,2025-01-19 00:30:00,2025-01-19 00:30:00,594.1733333333333,0.0,False,False
2025-01-20,3,3719.31,0.0,0.4,20,1,0,False,0.08715574274765817,0.9961946980917455,0.3212696616923644,0.9469877530760753,0:20,2025-01-20 00:20:00,2025-01-20 00:30:00,2025-01-20 00:30:00,619.885,0.0,False,False
2025-01-21,3,3745.44,0.0,0.4477,21,1,1,False,0.08715574274765817,0.9961946980917455,0.3375228995941133,0.9413173175128471,0:20,2025-01-21 00:20:00,2025-01-21 00:30:00,2025-01-21 00:30:00,624.24,0.0,False,False
2025-01-22,3,3551.57,0.0,0.4639,22,1,2,False,0.08715574274765817,0.9961946980917455,0.3536761221763716,0.9353679493131483,0:20,2025-01-22 00:20:00,2025-01-22 00:30:00,2025-01-22 00:30:00,591.9283333333334,0.0,False,False
2025-01-23,3,3698.67,0.0,0.4643,23,1,3,False,0.08715574274765817,0.9961946980917455,0.3697245428906731,0.9291414114031743,0:20,2025-01-23 00:20:00,2025-01-23 00:30:00,2025-01-23 00:30:00,616.445,0.0,False,False
2025-01-24,3,2653.22,0.0,0.3419,24,1,4,False,0.08715574274765817,0.9961946980917455,0.38566340624360707,0.9226395488404876,0:20,2025-01-24 00:20:00,2025-01-24 00:30:00,2025-01-24 00:30:00,442.2033333333333,0.0,False,False
2025-01-25,3,2659.84,0.0,0.3008,25,1,5,True,0.08715574274765817,0.9961946980917455,0.401487989205973,0.9158642882672872,0:20,2025-01-25 00:20:00,2025-01-25 00:30:00,2025-01-25 00:30:00,443.3066666666667,0.0,False,False
2025-01-26,3,3600.12,0.0,0.3577,26,1,6,True,0.08715574274765817,0.9961946980917455,0.4171936026123168,0.9088176373395029,0:20,2025-01-26 00:20:00,2025-01-26 00:30:00,2025-01-26 00:30:00,600.02,0.0,False,False
2025-01-27,3,3621.0,0.0,0.4218,27,1,0,False,0.08715574274765817,0.9961946980917455,0.4327755925504312,0.901501684131884,0:20,2025-01-27 00:20:00,2025-01-27 00:30:00,2025-01-27 00:30:00,603.5,0.0,False,False
2025-01-28,3,3518.14,0.0,0.4113,28,1,1,False,0.08715574274765817,0.9961946980917455,0.4482293417404106,0.893918596519257,0:20,2025-01-28 00:20:00,2025-01-28 00:30:00,2025-01-28 00:30:00,586.3566666666667,0.0,False,False
2025-01-29,3,3765.7,0.0,0.4341,29,1,2,False,0.08715574274765817,0.9961946980917455,0.4635502709028509,0.886070621534138,0:20,2025-01-29 00:20:00,2025-01-29 00:30:00,2025-01-29 00:30:00,627.6166666666667,0.0,False,False
2025-01-30,3,3577.56,0.0,0.4409,30,1,3,False,0.08715574274765817,0.9961946980917455,0.47873384011578846,0.8779600847008882,0:20,2025-01-30 00:20:00,2025-01-30 00:30:00,2025-01-30 00:30:00,596.26,0.0,False,False
2025-01-31,3,2992.76,0.0,0.3913,31,1,4,False,0.08715574274765817,0.9961946980917455,0.49377555015997715,0.869589389346611,0:20,2025-01-31 00:20:00,2025-01-31 00:30:00,2025-01-31 00:30:00,498.79333333333335,0.0,False,False
2025-01-01,4,3510.6311,0.0,0.4541,1,1,2,False,0.13052619222005157,0.9914448613738104,0.0,1.0,0:30,2025-01-01 00:30:00,2025-01-01 00:40:00,2025-01-01 00:40:00,585.1051833333333,0.0,False,False
2025-01-02,4,3750.5226,0.0,0.4542,2,1,3,False,0.13052619222005157,0.9914448613738104,0.017213356155834685,0.9998518392091162,0:30,2025-01-02 00:30:00,2025-01-02 00:40:00,2025-01-02 00:40:00,625.0871,0.0,False,False
2025-01-03,4,2725.0654,0.0,0.3911,3,1,4,False,0.13052619222005157,0.9914448613738104,0.03442161162274574,0.9994074007397048,0:30,2025-01-03 00:30:00,2025-01-03 00:40:00,2025-01-03 00:40:00,454.1775666666667,0.0,False,False
2025-01-04,4,2662.8402,0.0,0.3378,4,1,5,True,0.13052619222005157,0.9914448613738104,0.051619667223253764,0.998666816288476,0:30,2025-01-04 00:30:00,2025-01-04 00:40:00,2025-01-04 00:40:00,443.80670000000003,0.0,False,False
2025-01-05,4,3801.623,0.0,0.4443,5,1,6,True,0.13052619222005157,0.9914448613738104,0.06880242680231986,0.9976303053065857,0:30,2025-01-05 00:30:00,2025-01-05 00:40:00,2025-01-05 00:40:00,633.6038333333333,0.0,False,False
2025-01-06,4,3658.847,0.0,0.4503,6,1,0,False,0.13052619222005157,0.9914448613738104,0.08596479873744647,0.9962981749346078,0:30,2025-01-06 00:30:00,2025-01-06 00:40:00,2025-01-06 00:40:00,609.8078333333334,0.0,False,False
2025-01-07,4,3679.1188,0.0,0.4153,7,1,1,False,0.13052619222005157,0.9914448613738104,0.10310169744743485,0.9946708199115211,0:30,2025-01-07 00:30:00,2025-01-07 00:40:00,2025-01-07 00:40:00,613.1864666666667,0.0,False,False
2025-01-08,4,3396.6361,0.0,0.3969,8,1,2,False,0.13052619222005157,0.9914448613738104,0.1202080448993527,0.9927487224577402,0:30,2025-01-08 00:30:00,2025-01-08 00:40:00,2025-01-08 00:40:00,566.1060166666667,0.0,False,False
2025-01-09,4,3801.0687,0.0,0.4088,9,1,3,False,0.13052619222005157,0.9914448613738104,0.13727877211326478,0.9905324521322229,0:30,2025-01-09 00:30:00,2025-01-09 00:40:00,2025-01-09 00:40:00,633.51145,0.0,False,False
2025-01-10,4,2702.2194,0.0,0.3649,10,1,4,False,0.13052619222005157,0.9914448613738104,0.15430882066428117,0.9880226656636976,0:30,2025-01-10 00:30:00,2025-01-10 00:40:00,2025-01-10 00:40:00,450.3699,0.0,False,False
2025-01-11,4,2740.4436,0.0,0.3126,11,1,5,True,0.13052619222005157,0.9914448613738104,0.1712931441814776,0.9852201067560606,0:30,2025-01-11 00:30:00,2025-01-11 00:40:00,2025-01-11 00:40:00,456.74060000000003,0.0,False,False
2025-01-12,4,3762.4947,0.0,0.4941,12,1,6,True,0.13052619222005157,0.9914448613738104,0.1882267098432442,0.9821256058680006,0:30,2025-01-12 00:30:00,2025-01-12 00:40:00,2025-01-12 00:40:00,627.08245,0.0,False,False
2025-01-13,4,3622.5043,0.0,0.4309,13,1,0,False,0.13052619222005157,0.9914448613738104,0.2051044998686192,0.9787400799669153,0:30,2025-01-13 00:30:00,2025-01-13 00:40:00,2025-01-13 00:40:00,603.7507166666667,0.0,False,False
2025-01-14,4,3687.5239,0.0,0.4619,14,1,1,False,0.13052619222005157,0.9914448613738104,0.2219215130041655,0.9750645322571948,0:30,2025-01-14 00:30:00,2025-01-14 00:40:00,2025-01-14 00:40:00,614.5873166666667,0.0,False,False
2025-01-15,4,3697.5425,0.0,0.4507,15,1,2,False,0.13052619222005157,0.9914448613738104,0.2386727660059501,0.9711000518829505,0:30,2025-01-15 00:30:00,2025-01-15 00:40:00,2025-01-15 00:40:00,616.2570833333333,0.0,False,False
2025-01-16,4,3641.0299,0.0,0.4868,16,1,3,False,0.13052619222005157,0.9914448613738104,0.255353295116187,0.9668478136052775,0:30,2025-01-16 00:30:00,2025-01-16 00:40:00,2025-01-16 00:40:00,606.8383166666666,0.0,False,False
2025-01-17,4,2957.0975,0.0,0.3667,17,1,4,False,0.13052619222005157,0.9914448613738104,0.2719581575341055,0.9623090774541486,0:30,2025-01-17 00:30:00,2025-01-17 00:40:00,2025-01-17 00:40:00,492.8495833333333,0.0,False,False
2025-01-18,4,2697.2903,0.0,0.3662,18,1,5,True,0.13052619222005157,0.9914448613738104,0.288482432880609,0.9574851883550393,0:30,2025-01-18 00:30:00,2025-01-18 00:40:00,2025-01-18 00:40:00,449.54838333333333,0.0,False,False
2025-01-19,4,3723.9786,0.0,0.4408,19,1,6,True,0.13052619222005157,0.9914448613738104,0.30492122465628907,0.9523775757303974,0:30,2025-01-19 00:30:00,2025-01-19 00:40:00,2025-01-19 00:40:00,620.6631,0.0,False,False
