date,slot,load_kw,pv_actual_kw,price_yuan_per_kwh,day_of_year,month,weekday,is_weekend,sin_time,cos_time,sin_doy,cos_doy,time_label,interval_start,interval_end,timestamp_end,load_kwh,pv_actual_kwh,pv_positive,is_daylight
2025-05-06,1,3434.9695,0.0,0.4127,126,5,1,False,0.0,1.0,0.8359254794186372,-0.548842958284719,0:00,2025-05-06 00:00:00,2025-05-06 00:10:00,2025-05-06 00:10:00,572.4949166666667,0.0,False,False
2025-05-07,1,3479.9819,0.0,0.4301,127,5,2,False,0.0,1.0,0.8263541987239096,-0.5631507242749186,0:00,2025-05-07 00:00:00,2025-05-07 00:10:00,2025-05-07 00:10:00,579.9969833333333,0.0,False,False
2025-05-08,1,3561.6798,0.0,0.4457,128,5,3,False,0.0,1.0,0.8165380514459161,-0.5772916165517272,0:00,2025-05-08 00:00:00,2025-05-08 00:10:00,2025-05-08 00:10:00,593.6133,0.0,False,False
2025-05-09,1,2599.3019,0.0,0.3454,129,5,4,False,0.0,1.0,0.8064799463209448,-0.5912614448635781,0:00,2025-05-09 00:00:00,2025-05-09 00:10:00,2025-05-09 00:10:00,433.2169833333333,0.0,False,False
2025-05-10,1,2346.7852,0.0,0.306,130,5,5,True,0.0,1.0,0.7961828637826158,-0.6050560696488488,0:00,2025-05-10 00:00:00,2025-05-10 00:10:00,2025-05-10 00:10:00,391.13086666666663,0.0,False,False
2025-05-11,1,3481.4968,0.0,0.4313,131,5,6,True,0.0,1.0,0.7856498550787147,-0.6186714032625031,0:00,2025-05-11 00:00:00,2025-05-11 00:10:00,2025-05-11 00:10:00,580.2494666666666,0.0,False,False
2025-05-12,1,3550.165,0.0,0.4192,132,5,0,False,0.0,1.0,0.7748840413670407,-0.6321034111873487,0:00,2025-05-12 00:00:00,2025-05-12 00:10:00,2025-05-12 00:10:00,591.6941666666667,0.0,False,False
2025-05-13,1,3341.0226,0.0,0.3788,133,5,1,False,0.0,1.0,0.7638886127905428,-0.6453481132295501,0:00,2025-05-13 00:00:00,2025-05-13 00:10:00,2025-05-13 00:10:00,556.8371,0.0,False,False
2025-05-14,1,3304.7077,0.0,0.4391,134,5,2,False,0.0,1.0,0.7526668275320085,-0.6584015846980488,0:00,2025-05-14 00:00:00,2025-05-14 00:10:00,2025-05-14 00:10:00,550.7846166666667,0.0,False,False
2025-05-15,1,3426.4425,0.0,0.4043,135,5,3,False,0.0,1.0,0.7412220108485958,-0.6712599575675313,0:00,2025-05-15 00:00:00,2025-05-15 00:10:00,2025-05-15 00:10:00,571.07375,0.0,False,False
2025-05-16,1,2485.8649,0.0,0.31,136,5,4,False,0.0,1.0,0.7295575540864875,-0.6839194216246106,0:00,2025-05-16 00:00:00,2025-05-16 00:10:00,2025-05-16 00:10:00,414.31081666666665,0.0,False,False
2025-05-17,1,2566.1507,0.0,0.3718,137,5,5,True,0.0,1.0,0.717676913675962,-0.6963762255968722,0:00,2025-05-17 00:00:00,2025-05-17 00:10:00,2025-05-17 00:10:00,427.6917833333334,0.0,False,False
2025-05-18,1,3537.2003,0.0,0.4494,138,5,6,True,0.0,1.0,0.705583610107178,-0.7086266782644596,0:00,2025-05-18 00:00:00,2025-05-18 00:10:00,2025-05-18 00:10:00,589.5333833333333,0.0,False,False
2025-05-19,1,3568.1539,0.0,0.4314,139,5,0,False,0.0,1.0,0.6932812268869777,-0.7206671495538609,0:00,2025-05-19 00:00:00,2025-05-19 00:10:00,2025-05-19 00:10:00,594.6923166666667,0.0,False,False
2025-05-20,1,3538.0878,0.0,0.4327,140,5,1,False,0.0,1.0,0.6807734094770161,-0.7324940716135789,0:00,2025-05-20 00:00:00,2025-05-20 00:10:00,2025-05-20 00:10:00,589.6813,0.0,False,False
2025-05-21,1,3478.055,0.0,0.4481,141,5,2,False,0.0,1.0,0.6680638642135335,-0.7441039398713607,0:00,2025-05-21 00:00:00,2025-05-21 00:10:00,2025-05-21 00:10:00,579.6758333333333,0.0,False,False
2025-05-22,1,3448.5525,0.0,0.3986,142,5,3,False,0.0,1.0,0.6551563572090853,-0.7554933140726803,0:00,2025-05-22 00:00:00,2025-05-22 00:10:00,2025-05-22 00:10:00,574.75875,0.0,False,False
2025-05-23,1,2414.4389,0.0,0.3369,143,5,4,False,0.0,1.0,0.6420547132365637,-0.766658819300159,0:00,2025-05-23 00:00:00,2025-05-23 00:10:00,2025-05-23 00:10:00,402.40648333333337,0.0,False,False
2025-05-24,1,2594.4578,0.0,0.331,144,5,5,True,0.0,1.0,0.6287628145958344,-0.7775971469736269,0:00,2025-05-24 00:00:00,2025-05-24 00:10:00,2025-05-24 00:10:00,432.4096333333334,0.0,False,False
2025-05-25,1,3533.452,0.0,0.4598,145,5,6,True,0.0,1.0,0.6152845999633276,-0.7883050558305255,0:00,2025-05-25 00:00:00,2025-05-25 00:10:00,2025-05-25 00:10:00,588.9086666666667,0.0,False,False
2025-05-26,1,3265.0194,0.0,0.4043,146,5,0,False,0.0,1.0,0.6016240632249226,-0.7987793728863649,0:00,2025-05-26 00:00:00,2025-05-26 00:10:00,2025-05-26 00:10:00,544.1699,0.0,False,False
2025-05-27,1,3640.4009,0.0,0.4302,147,5,1,False,0.0,1.0,0.5877852522924732,-0.8090169943749473,0:00,2025-05-27 00:00:00,2025-05-27 00:10:00,2025-05-27 00:10:00,606.7334833333333,0.0,False,False
2025-05-28,1,3425.7937,0.0,0.421,148,5,2,False,0.0,1.0,0.5737722679043246,-0.8190148866680801,0:00,2025-05-28 00:00:00,2025-05-28 00:10:00,2025-05-28 00:10:00,570.9656166666667,0.0,False,False
2025-05-29,1,3636.8164,0.0,0.4408,149,5,3,False,0.0,1.0,0.5595892624101765,-0.8287700871745038,0:00,2025-05-29 00:00:00,2025-05-29 00:10:00,2025-05-29 00:10:00,606.1360666666667,0.0,False,False
